Sales_ID,Date_Key,Store_Key,Product_Key,Customer_Key,Employee_Key,Promotion_Key,Quantity,Unit_Price,Sales_Amount
113,20241119,42,202,6,254,19,2,63.83,89.36
114,20240410,46,376,1006,318,53,1,39.46,35.51
115,20240614,39,177,1376,698,94,1,110.68,105.15
116,20240510,43,79,2135,547,17,2,165.08,313.65
117,20240408,25,54,2054,21,17,2,96.00,182.40
118,20241003,6,446,2098,196,17,3,13.51,38.50
119,20241020,51,161,2769,24,92,1,35.65,23.17
120,20241028,51,507,3579,786,87,4,66.67,266.68
121,20241117,22,96,306,581,17,1,152.75,145.11
122,20250819,29,96,299,181,17,2,147.77,280.76
123,20240420,41,218,3082,241,26,1,136.65,95.66
124,20240201,22,394,2287,581,17,1,11.68,11.10
125,20241020,51,41,2769,24,119,2,27.30,38.22
126,20240214,14,243,2922,342,19,2,42.59,59.63
127,20240912,14,568,2248,695,51,2,121.46,157.90
128,20250201,46,589,3579,282,117,3,91.59,247.29
129,20240209,43,250,2487,547,28,4,37.07,140.87
130,20240722,24,113,921,513,51,2,18.17,23.62
131,20241003,6,579,2098,196,62,4,135.94,435.01
132,20240329,62,297,3898,543,117,3,110.86,299.32
133,20240427,43,78,901,185,96,1,86.55,56.26
134,20241029,35,63,3319,182,26,2,103.93,145.50
135,20240928,64,149,3762,471,96,1,44.99,29.24
136,20241204,52,497,1067,127,53,3,152.31,411.24
137,20241202,37,64,467,535,26,1,68.47,47.93
138,20240127,52,486,1198,707,19,2,39.98,55.97
139,20240815,31,449,209,455,87,3,54.03,162.09
140,20240818,33,18,170,589,85,4,144.60,375.96
141,20240418,38,584,1067,790,87,4,64.57,258.28
142,20241217,4,447,3211,542,96,1,82.48,53.61
143,20241231,6,288,3448,650,17,2,99.93,189.87
144,20240524,38,208,3882,252,119,3,88.08,184.97
145,20240523,22,354,3428,218,117,3,62.67,169.21
146,20250621,42,67,3587,646,87,4,167.22,668.88
147,20240601,44,39,225,552,28,1,50.71,48.17
148,20240219,5,107,590,140,117,3,17.38,46.93
149,20240219,5,157,590,140,117,3,105.75,285.53
150,20240424,60,294,348,423,85,4,30.43,79.12
151,20240226,8,22,435,151,17,1,19.13,18.17
152,20240405,32,66,3427,549,85,4,134.40,349.44
153,20241231,6,87,3448,650,92,4,143.76,373.78
154,20240311,44,533,3026,552,62,2,54.17,86.67
155,20240123,15,173,1366,176,87,1,95.28,95.28
156,20240707,10,219,3106,485,92,2,145.23,188.80
157,20250622,33,6,1406,15,51,2,131.13,170.47
158,20250622,33,577,1406,15,62,3,133.62,320.69
159,20240815,62,315,3095,539,85,1,71.68,46.59
160,20240825,44,568,2082,30,119,4,119.96,335.89
161,20240605,15,472,2792,420,96,2,134.96,175.45
162,20240513,35,491,1698,182,85,3,48.84,95.24
163,20240904,24,469,1030,513,19,3,51.12,107.35
164,20240701,9,188,2310,73,87,1,91.30,91.30
165,20250325,16,410,2479,284,119,4,111.35,311.78
166,20240329,8,58,3823,151,87,2,7.79,15.58
167,20240610,8,350,2467,788,94,3,37.00,105.45
168,20240626,12,42,119,349,92,1,174.76,113.59
169,20240626,12,10,119,349,51,1,137.06,89.09
170,20241001,45,385,1193,85,94,4,134.98,512.92
171,20240112,60,325,2198,423,96,1,43.00,27.95
172,20240608,24,483,1844,292,53,3,26.92,72.68
173,20240924,32,172,503,747,51,3,40.46,78.90
174,20241215,51,287,2937,426,92,3,87.04,169.73
175,20240813,64,29,3532,471,119,4,42.30,118.44
176,20240623,44,199,2314,552,53,1,121.74,109.57
177,20250423,38,390,3948,252,26,2,50.41,70.57
178,20250130,44,208,1850,30,26,1,97.79,68.45
179,20250221,41,155,1478,361,85,3,47.70,93.02
180,20251004,13,485,3836,135,94,4,150.91,573.46
181,20240111,14,136,3414,695,94,2,126.97,241.24
182,20241007,36,143,266,90,62,3,77.10,185.04
183,20241215,13,35,1257,135,85,2,105.67,137.37
184,20250110,44,48,214,30,60,1,92.80,69.60
185,20240202,45,418,2458,168,88,1,25.98,23.38
186,20250728,41,538,1444,29,24,4,145.73,466.34
187,20240305,2,245,3045,660,106,4,79.86,223.61
188,20240607,33,23,3519,27,6,2,83.96,109.15
189,20250405,5,586,1253,458,56,3,126.98,323.80
190,20250312,7,121,3903,501,23,2,69.12,96.77
191,20250728,41,190,1444,29,41,3,144.66,368.88
192,20241025,7,243,244,521,6,1,43.01,27.96
193,20240301,54,215,2453,109,41,3,97.46,248.52
194,20240821,28,179,1481,682,24,3,173.12,415.49
195,20240311,33,97,527,448,91,3,6.62,17.87
196,20240115,48,205,3698,278,38,2,125.55,188.33
197,20240404,7,215,3694,501,23,2,93.03,130.24
198,20240822,29,134,3174,537,88,3,63.27,170.83
199,20240102,17,156,2632,410,6,3,95.63,186.48
200,20240908,39,196,56,768,91,1,47.07,42.36
201,20240807,64,541,2731,686,55,3,79.83,179.62
202,20240122,47,104,1601,644,41,4,116.00,394.40
203,20240816,30,228,3831,433,56,2,95.20,161.84
204,20240417,39,49,1158,768,74,1,105.31,100.04
205,20240609,16,67,1863,200,74,1,150.47,142.95
206,20240929,52,421,106,191,105,2,65.30,97.95
207,20250325,13,45,3935,429,106,4,131.27,367.56
208,20250804,35,320,819,106,56,3,71.68,182.78
209,20250514,62,418,239,306,6,4,23.18,60.27
210,20240702,25,84,2666,82,88,1,68.73,61.86
211,20240615,64,558,1732,686,41,1,148.57,126.28
212,20240828,20,222,3976,217,55,3,146.03,328.57
213,20241017,52,2,3143,191,88,4,93.72,337.39
214,20240322,12,259,1356,247,91,4,105.86,381.10
215,20240917,46,447,3019,414,38,1,82.44,61.83
216,20240728,17,382,2303,410,23,4,17.81,49.87
217,20241025,20,67,743,217,88,2,169.84,305.71
218,20240917,46,315,3019,414,74,1,59.39,56.42
219,20240118,13,448,1257,429,24,2,37.97,60.75
220,20240118,35,189,1092,106,5,3,93.54,238.53
221,20240310,20,534,2239,217,91,3,94.21,254.37
222,20241017,52,581,3143,191,106,1,82.23,57.56
223,20240828,20,415,3976,217,41,3,70.27,179.19
224,20240724,23,443,2672,242,91,4,105.36,379.30
225,20241025,32,105,3925,780,88,1,79.20,71.28
226,20241017,52,358,3143,191,73,2,12.51,16.26
227,20240608,39,313,1044,17,105,2,50.17,75.26
228,20240709,58,477,590,354,41,3,120.88,308.24
229,20240302,5,330,2818,58,74,1,91.28,86.72
230,20241108,29,128,1431,537,91,4,53.68,193.25
231,20240531,7,190,3904,501,5,1,138.26,117.52
232,20240308,20,83,2990,217,106,2,100.28,140.39
233,20240317,30,47,1846,433,38,4,11.37,34.11
234,20240406,29,60,535,537,73,2,106.50,138.45
235,20240820,28,44,183,682,38,1,21.12,15.84
236,20240622,19,491,851,245,38,1,44.72,33.54
237,20250501,49,230,3284,380,74,1,45.40,43.13
238,20250713,29,369,1963,537,88,4,10.16,36.58
239,20250501,49,571,3284,380,24,3,113.68,272.83
240,20240308,20,566,2990,217,55,4,22.96,68.88
241,20240531,7,250,3904,501,24,2,34.83,55.73
242,20241122,16,281,1352,243,55,1,46.34,34.76
243,20240223,4,71,1414,723,38,4,109.21,327.63
244,20240726,14,320,1325,325,24,2,87.48,139.97
245,20241130,3,425,828,510,105,3,51.07,114.91
246,20240326,23,375,1472,242,38,4,60.13,180.39
247,20240809,28,150,417,682,91,2,144.13,259.43
248,20240714,2,511,2644,660,6,2,62.11,80.74
249,20240513,8,16,1087,733,55,4,88.91,266.73
250,20240409,2,556,1541,588,24,1,124.80,99.84
251,20241104,4,368,358,723,88,1,46.18,41.56
252,20240727,63,376,76,730,106,4,33.53,93.88
253,20240804,2,522,108,588,56,4,91.41,310.79
254,20241109,32,348,622,780,55,1,144.02,108.02
255,20240404,55,180,3520,172,24,4,98.03,313.70
256,20240108,56,330,296,139,24,3,76.18,182.83
257,20240220,25,569,1314,82,38,4,66.35,199.05
258,20240604,57,528,1267,712,24,4,25.39,81.25
259,20240716,3,67,3101,234,105,4,146.03,438.09
260,20240221,49,334,2952,380,23,2,74.05,103.67
261,20240616,25,31,2803,82,55,2,33.31,49.97
262,20241110,39,242,1532,768,24,1,162.10,129.68
263,20240706,37,545,433,339,55,2,158.17,237.26
264,20241026,22,404,2378,60,24,4,37.32,119.42
265,20250812,56,377,1995,139,91,1,19.23,17.31
266,20241112,29,345,499,537,56,2,139.60,237.32
267,20250326,28,64,18,682,106,4,82.50,231.00
268,20250512,8,179,486,23,41,2,171.94,292.30
269,20250811,2,378,2018,588,56,2,16.06,27.30
270,20250412,52,41,3751,401,56,3,25.07,63.93
271,20251116,11,369,2863,381,88,1,11.38,10.24
272,20250223,36,186,3311,403,41,4,138.29,470.19
273,20250514,30,142,3755,98,24,4,4.80,15.36
274,20251027,5,274,286,458,91,4,133.89,482.00
275,20250813,3,534,2991,510,38,1,119.65,89.74
276,20250714,7,499,2787,501,23,3,119.26,250.45
277,20250704,55,504,2672,732,35,3,58.30,122.43
278,20240703,34,161,2908,722,3,4,29.71,95.07
279,20240109,11,75,2439,394,1,1,65.68,59.11
280,20250222,51,251,341,786,69,2,23.89,40.61
281,20240322,38,593,2102,252,10,3,76.71,149.58
282,20240928,35,133,578,182,69,1,10.88,9.25
283,20241229,23,22,1518,770,42,2,18.92,32.16
284,20240928,35,475,578,182,110,1,54.89,38.42
285,20240322,38,29,2102,252,12,3,48.08,100.97
286,20250110,44,17,214,30,10,1,17.90,11.64
287,20240921,12,206,2309,607,101,3,53.57,136.60
288,20240830,41,188,2928,787,110,4,78.97,221.12
289,20240129,42,99,2766,647,69,2,97.52,165.78
290,20240211,10,442,2962,533,110,1,133.07,93.15
291,20240320,2,490,3615,563,69,4,37.27,126.72
292,20240525,26,192,3306,336,44,3,8.50,20.40
293,20240830,41,22,2928,787,67,2,21.23,38.21
294,20240415,44,127,2311,627,110,4,10.97,30.72
295,20240522,18,201,681,210,78,4,18.54,59.33
296,20241107,41,508,1480,787,3,3,105.04,252.10
297,20240205,30,387,3525,791,10,4,70.98,184.55
298,20240503,39,28,3362,309,67,3,30.14,81.38
299,20240711,8,574,1519,116,42,3,39.91,101.77
300,20250320,39,390,1402,370,103,2,50.25,90.45
301,20240116,13,513,3402,253,71,2,125.39,175.55
302,20241204,9,100,1106,323,103,1,142.12,127.91
303,20241021,24,468,1184,79,69,3,47.76,121.79
304,20240422,41,112,3407,600,69,4,20.54,69.84
305,20250119,61,128,2144,499,71,3,53.45,112.25
306,20240422,41,168,3407,600,44,4,78.11,249.95
307,20240801,31,519,370,22,42,2,93.03,158.15
308,20241118,53,10,633,688,3,3,134.30,322.32
309,20240723,50,242,2967,303,78,3,128.76,309.02
310,20240503,39,360,3362,309,1,1,74.33,66.90
311,20250228,60,372,2624,315,67,4,81.22,292.39
312,20241022,54,242,713,236,76,3,166.19,324.07
313,20240801,31,280,370,22,12,3,16.25,34.13
314,20240709,42,158,3479,727,110,1,42.38,29.67
315,20240422,53,537,1314,249,44,2,121.22,193.95
316,20240127,54,322,3101,171,10,3,88.35,172.28
317,20240218,20,235,367,44,101,2,112.32,190.94
318,20240911,24,229,3928,79,42,1,19.52,16.59
319,20241222,19,255,877,351,112,4,85.65,256.95
320,20241001,42,331,972,647,76,4,125.65,326.69
321,20240410,30,525,741,762,44,3,77.06,184.94
322,20240124,56,483,2723,611,110,3,29.92,62.83
323,20240903,10,237,2399,533,12,4,14.87,41.64
324,20240127,54,287,3101,171,112,3,84.82,190.85
325,20240720,58,576,2258,314,1,2,132.20,237.96
326,20240129,9,171,2885,668,112,4,125.52,376.56
327,20240511,32,496,2051,372,1,2,29.72,53.50
328,20240502,55,468,2697,705,67,3,50.57,136.54
329,20240130,48,299,402,445,78,1,9.28,7.42
330,20241028,64,523,3171,569,110,4,136.23,381.44
331,20240503,2,9,3496,563,1,4,136.89,492.80
332,20240811,14,413,484,491,110,3,56.33,118.29
333,20240726,13,343,313,253,78,3,97.24,233.38
334,20240110,20,350,3902,769,101,1,29.80,25.33
335,20240727,27,85,865,469,103,3,74.94,202.34
336,20241014,36,230,1586,144,69,1,51.25,43.56
337,20241217,23,409,3382,582,37,1,33.59,33.59
338,20250204,38,171,2037,3,76,2,136.99,178.09
339,20241031,24,385,1664,79,37,4,144.25,577.00
340,20241204,48,551,3481,445,112,1,53.77,40.33
341,20240303,19,320,502,622,101,1,81.97,69.67
342,20240724,55,262,2848,525,42,4,31.29,106.39
343,20240806,46,433,1476,652,78,3,62.41,149.78
344,20240712,20,510,1400,44,71,4,17.59,49.25
345,20241017,31,270,1096,22,3,4,107.25,343.20
346,20240104,57,589,247,269,69,2,94.27,160.26
347,20240303,19,593,502,622,103,3,90.68,244.84
348,20240724,55,212,2848,525,78,2,4.34,6.94
349,20240517,3,133,1219,265,37,1,11.99,11.99
350,20240912,27,526,1015,469,78,2,40.58,64.93
351,20241204,46,284,3551,317,71,1,87.35,61.15
352,20241017,31,514,1096,22,42,4,131.68,447.71
353,20240120,36,523,3085,144,76,1,120.11,78.07
354,20240717,54,449,2986,236,67,1,62.11,55.90
355,20240114,53,83,1176,688,44,3,105.81,253.94
356,20240728,56,544,3282,611,35,2,51.61,72.25
357,20240529,38,537,768,3,71,1,144.53,101.17
358,20250120,15,44,3711,724,3,3,20.93,50.23
359,20240904,55,225,1216,705,103,1,120.12,108.11
360,20240308,30,403,3379,762,103,3,115.45,311.72
361,20240319,20,70,1777,769,71,3,126.17,264.96
362,20240627,42,430,2491,647,69,3,160.37,408.94
363,20240829,55,207,63,705,69,3,17.90,45.65
364,20240728,56,573,3282,611,78,1,105.64,84.51
365,20240808,38,450,155,257,37,2,57.88,115.76
366,20240123,16,173,2421,645,69,2,81.03,137.75
367,20240308,30,293,3379,762,78,2,90.48,144.77
368,20240809,44,445,1411,715,3,4,108.09,345.89
369,20240406,26,45,2267,41,116,4,113.30,407.88
370,20240114,60,222,3494,779,99,1,139.02,90.36
371,20240717,50,506,3957,360,116,4,39.41,141.88
372,20241215,48,116,2886,161,80,4,60.66,169.85
373,20241215,48,400,2886,161,116,3,54.46,147.04
374,20240204,53,235,2668,213,114,2,131.74,197.61
375,20241023,28,485,2539,529,33,3,145.06,391.66
376,20240216,47,326,2654,792,82,1,133.92,127.22
377,20241125,13,232,1873,590,65,2,101.60,182.88
378,20240530,53,25,840,213,16,3,54.05,154.04
379,20241207,11,223,2489,369,63,2,63.05,119.80
380,20241122,40,65,2435,734,46,2,119.96,179.94
381,20240908,63,285,2522,759,116,1,94.21,84.79
382,20250120,60,66,1103,391,82,4,131.79,500.80
383,20240921,53,78,3187,213,14,3,92.55,208.24
384,20240328,11,303,2375,199,116,1,67.34,60.61
385,20240406,13,222,2152,341,116,1,142.75,128.48
386,20240812,59,129,1878,281,65,2,84.45,152.01
387,20240726,52,540,951,755,33,1,105.62,95.06
388,20250617,13,478,1293,341,116,4,139.74,503.06
389,20241210,16,482,46,4,48,4,50.04,190.15
390,20240716,56,344,98,404,31,3,28.61,85.83
391,20240406,13,438,2152,341,50,4,20.29,60.87
392,20240308,35,215,3827,559,97,2,89.20,133.80
393,20240116,1,278,504,283,80,3,36.63,76.92
394,20240920,40,366,1242,371,63,1,49.21,46.75
395,20240723,46,275,2560,717,33,1,41.91,37.72
396,20250119,26,320,2876,447,116,1,93.87,84.48
397,20240530,60,426,1003,779,99,1,147.11,95.62
398,20240107,13,554,2975,341,97,4,45.35,136.05
399,20240826,30,537,3256,33,97,1,143.29,107.47
400,20241201,6,575,1412,425,33,3,90.27,243.73
401,20240617,4,321,2248,350,33,2,76.44,137.59
402,20241203,63,414,2648,759,48,2,53.32,101.31
403,20240516,27,359,2968,432,50,1,79.56,59.67
404,20241022,63,65,2897,307,33,3,121.46,327.94
405,20240903,10,367,2125,48,63,1,98.92,93.97
406,20240826,30,528,3256,33,63,1,24.41,23.19
407,20250415,26,223,1379,41,63,4,64.14,243.73
408,20240816,13,486,3590,748,14,3,39.81,89.57
409,20240617,36,83,2706,763,114,3,95.06,213.89
410,20240229,20,205,1549,617,50,3,132.33,297.74
411,20240104,54,266,3810,594,114,3,98.96,222.66
412,20250108,25,220,3590,615,48,2,40.16,76.30
413,20240626,46,155,668,595,14,4,43.14,129.42
414,20240202,13,537,598,590,114,4,137.30,411.90
415,20240907,23,59,2392,55,63,3,112.71,321.22
416,20241115,50,577,1457,532,14,4,147.74,443.22
417,20241212,11,222,2708,369,31,1,145.87,145.87
418,20240626,46,516,668,595,31,4,98.92,395.68
419,20250831,33,456,1295,294,63,2,8.44,16.04
420,20240702,22,31,2952,609,80,1,37.05,25.94
421,20240218,63,351,1522,759,31,1,16.85,16.85
422,20240528,46,262,16,220,80,4,30.72,86.02
423,20250403,26,504,214,447,114,1,75.78,56.84
424,20240331,23,331,3434,55,63,2,123.47,234.59
425,20250129,11,79,1742,156,50,4,154.53,463.59
426,20250111,36,58,2397,11,63,2,7.61,14.46
427,20240328,62,351,3416,667,116,1,18.43,16.59
428,20250502,35,508,2566,559,99,2,107.48,139.72
429,20240531,13,217,1248,590,80,2,91.06,127.48
430,20240412,60,84,1982,391,46,4,81.41,244.23
431,20240806,9,535,3830,81,16,4,6.10,23.18
432,20250603,54,373,3266,365,50,3,57.61,129.62
433,20250119,40,288,1299,371,48,3,79.32,226.06
434,20240218,3,262,1445,626,48,3,34.72,98.95
435,20240822,36,54,3587,107,114,1,114.19,85.64
436,20240518,3,485,3650,626,31,4,158.66,634.64
437,20240131,11,64,3522,156,116,4,69.96,251.86
438,20240423,36,549,423,763,31,1,152.14,152.14
439,20240518,3,534,3650,626,14,1,94.75,71.06
440,20240131,11,261,3522,156,31,4,70.53,282.12
441,20240617,59,133,1476,398,31,1,11.06,11.06
442,20240614,63,497,216,662,80,1,125.47,87.83
443,20250603,26,295,203,194,33,4,134.48,484.13
444,20240215,45,252,1355,355,114,2,24.55,36.83
445,20240218,28,564,1045,529,50,4,104.69,314.07
446,20240609,20,153,3547,617,97,4,40.16,120.48
447,20240901,26,529,2896,447,99,3,149.51,291.54
448,20240301,12,303,2729,573,65,1,61.44,55.30
449,20240526,53,521,397,213,114,4,120.51,361.53
450,20240119,35,255,604,559,31,4,89.49,357.96
451,20240818,50,83,517,360,116,3,100.93,272.51
452,20250325,45,326,614,187,50,1,147.01,110.26
453,20240627,28,331,498,529,50,2,126.57,189.86
454,20240818,50,364,517,360,65,4,51.63,185.87
455,20240726,1,75,14,283,48,4,82.47,313.39
456,20240719,47,562,2467,792,65,2,50.72,91.30
457,20240325,60,419,2930,779,33,1,125.49,112.94
458,20240809,57,166,738,124,65,4,43.81,157.72
459,20240418,63,588,3458,662,33,1,167.05,150.35
460,20240424,5,537,45,102,48,2,130.20,247.38
461,20240910,49,554,3074,540,51,4,38.90,101.14
462,20250704,55,399,2672,732,19,3,87.96,184.72
463,20240705,15,594,2992,189,53,3,117.51,317.28
464,20240320,6,178,737,650,92,4,88.60,230.36
465,20240630,54,130,576,456,19,1,86.49,60.54
466,20240226,14,527,438,342,117,3,71.27,192.43
467,20240915,8,80,227,237,17,1,68.90,65.46
468,20250609,64,187,804,471,119,3,168.56,353.98
469,20250117,41,590,3067,241,85,1,91.84,59.70
470,20240815,19,433,1872,735,92,4,61.37,159.56
471,20240711,59,538,2701,348,96,3,155.62,303.46
472,20240611,11,362,1296,156,85,1,83.57,54.32
473,20240824,15,11,3621,26,94,2,38.47,73.09
474,20240714,9,154,2330,81,92,2,77.38,100.59
475,20241011,57,312,2265,764,96,1,97.81,63.58
476,20240114,60,523,3494,779,87,2,143.12,286.24
477,20250810,45,44,2577,187,60,1,23.64,17.73
478,20240126,26,465,751,194,94,4,5.68,21.58
479,20240211,11,363,1133,369,92,2,82.86,107.72
480,20240611,34,85,1460,150,60,1,89.25,66.94
481,20240203,10,473,853,77,51,2,47.19,61.35
482,20240124,38,144,2404,480,60,3,103.15,232.09
483,20250404,62,186,3709,667,85,1,144.99,94.24
484,20240719,6,327,495,425,53,4,6.09,21.92
485,20240613,36,54,2222,628,119,1,89.79,62.85
486,20241026,34,100,244,332,85,3,146.07,284.84
487,20240313,40,354,3325,371,53,1,55.90,50.31
488,20240814,4,89,1996,350,26,1,160.31,112.22
489,20240609,40,564,1916,371,17,1,106.39,101.07
490,20250611,38,49,1197,480,119,1,112.62,78.83
491,20240730,59,418,3628,398,19,3,27.96,58.72
492,20240903,10,254,2125,48,28,2,73.78,140.18
493,20240107,13,572,2975,341,17,4,18.70,71.06
494,20240807,40,270,960,734,96,3,114.11,222.51
495,20250720,8,306,845,689,87,2,7.97,15.94
496,20240724,4,13,3740,350,62,1,52.30,41.84
497,20240104,54,532,3810,594,119,1,50.33,35.23
498,20240821,52,316,648,755,51,3,80.87,157.70
499,20240318,5,427,2975,102,60,3,13.19,29.68
500,20241208,36,140,844,628,17,1,97.67,92.79
501,20240610,60,372,480,164,62,4,73.30,234.56
502,20250718,36,443,3728,628,28,2,103.82,197.26
503,20240117,17,353,2690,174,96,4,32.44,84.34
504,20240825,20,533,312,368,119,1,64.09,44.86
505,20240226,27,8,728,610,51,1,113.47,73.76
506,20240226,27,195,728,610,119,2,56.63,79.28
507,20250301,42,279,189,567,96,1,15.83,10.29
508,20241014,3,528,30,626,60,2,24.89,37.34
509,20240823,54,90,3277,365,119,3,163.13,342.57
510,20240116,64,191,3277,752,92,1,21.25,13.81
511,20240912,54,479,2465,365,26,2,6.46,9.04
512,20240409,4,189,769,350,85,4,96.70,251.42
513,20240829,34,500,479,150,17,2,39.55,75.15
514,20240927,26,104,3563,447,26,3,118.63,249.12
515,20240714,28,455,573,529,19,3,53.60,112.56
516,20240907,23,300,2392,55,119,3,92.47,194.19
517,20240505,63,509,912,307,85,2,130.65,169.85
518,20250403,26,446,214,447,85,3,15.04,29.33
