Order_ID,Customer_ID,Warehouse_ID,Order_Time,Order_Status,Order_Total
196,2297,7,2024-02-22 06:13:41,Delivered,
197,2919,8,2025-07-16 15:28:21,Returned,555.56
198,1256,7,2025-07-01 03:16:18,Shipped,270.76
199,3160,1,2024-09-17 04:02:03,Processing,528.76
200,1787,6,2025-03-17 23:30:37,Processing,
201,584,1,2025-07-14 14:31:53,Processing,367.59
202,2896,3,2024-09-28 13:58:56,Pending,373.38
203,3405,7,2025-09-06 04:41:29,Pending,561.27
204,1748,8,2025-09-23 00:33:40,Processing,247.33
205,813,2,2025-01-22 19:04:29,Delivered,546.06
206,1691,7,2025-06-30 14:31:10,Delivered,358.96
207,1989,6,2025-07-17 16:46:38,Processing,
208,2572,6,2025-04-01 05:09:26,Delivered,346.61
209,2267,6,2025-02-04 16:23:53,Delivered,75.73
210,779,1,2024-07-05 10:04:53,Processing,410.5
211,2480,6,2024-05-15 11:47:20,Delivered,463.32
212,2048,8,2025-12-08 15:19:41,Shipped,259.03
213,2416,5,2024-06-10 19:56:01,Delivered,508.46
214,1118,6,2024-04-03 18:02:49,Processing,71.85
215,1612,2,2025-03-21 07:29:44,Processing,20.12
216,745,1,2024-12-31 19:42:26,Shipped,937.46
217,410,3,2024-09-29 23:17:42,Shipped,328.96
218,3993,1,2024-02-28 09:30:10,Delivered,478.45
219,2471,2,2024-06-22 05:12:12,Delivered,614.44
220,1373,7,2024-06-16 07:34:17,Delivered,671.58
221,126,7,2024-01-29 02:28:05,Cancelled,514.83
222,2434,5,2024-04-22 23:33:09,Shipped,637.62
223,253,8,2025-03-17 01:51:22,Shipped,463.42
224,1034,8,2025-12-02 14:46:22,Shipped,473.95
225,2491,6,2024-11-24 11:28:14,Cancelled,590.79
226,1549,2,2024-02-25 00:44:15,Returned,414.97
227,219,3,2024-11-17 04:57:36,Processing,404.53
228,1585,2,2024-07-13 09:21:30,Pending,497.33
229,431,8,2025-10-09 05:08:19,Delivered,387.33
230,421,3,2024-01-09 20:14:52,Shipped,667.05
231,1531,8,2024-04-15 03:40:54,Processing,477.37
232,1948,2,2024-06-04 11:36:48,Returned,113.88
233,174,6,2024-07-09 12:55:32,Delivered,360.15
234,1452,3,2024-01-10 13:30:32,Cancelled,115.6
235,3,1,2025-10-06 04:49:29,Delivered,150.82
236,980,8,2025-02-27 23:02:48,Delivered,315.95
237,3890,3,2025-08-18 02:17:52,Processing,453.62
238,396,3,2025-11-02 07:17:58,Delivered,435.1
239,2288,6,2025-11-20 21:41:28,Delivered,152.02
240,3956,6,2025-08-26 00:10:12,Processing,361.34
241,2490,1,2024-05-08 06:56:36,Returned,149.4
242,699,4,2025-02-27 12:00:10,Delivered,292.28
243,1012,3,2025-07-16 21:19:35,Processing,687.85
244,2088,3,2025-10-05 15:46:51,Delivered,291.56
245,373,3,2025-10-26 09:32:11,Delivered,87.84
246,44,6,2025-12-20 21:22:42,Delivered,700
247,3738,5,2025-08-15 17:13:44,Pending,476.63
248,3080,4,2024-11-27 21:28:50,Returned,370.11
249,2203,8,2025-10-20 21:32:51,Delivered,148.37
250,2590,4,2024-05-16 07:24:54,Processing,
251,113,4,2025-09-25 16:08:05,Shipped,409.94
252,3970,3,2024-06-11 22:58:28,Delivered,957.54
253,3604,4,2024-01-08 03:50:18,Shipped,64.65
254,1087,6,2024-04-09 14:36:03,Shipped,390.52
255,1365,4,2024-05-01 22:34:34,Shipped,
256,1541,2,2024-12-22 19:49:33,Delivered,118.28
257,1736,4,2024-02-08 15:59:06,Delivered,485.46
258,3758,2,2025-04-11 23:45:39,Cancelled,736.13
259,3082,1,2024-03-16 22:00:09,Delivered,431.02
260,92,2,2024-03-27 06:42:22,Delivered,560.73
261,1597,8,2024-06-20 08:37:56,Delivered,271.82
262,1934,4,2025-11-16 18:10:38,Delivered,218.18
263,2395,3,2025-06-29 23:12:00,Processing,
264,2682,5,2025-11-14 13:20:27,Delivered,333.06
265,1620,6,2024-03-23 05:00:25,Delivered,451.99
266,2577,1,2025-05-02 20:03:15,Processing,351.97
267,304,3,2024-04-16 22:11:38,Cancelled,542.76
268,3642,2,2024-10-22 17:56:28,Delivered,665.54
269,901,5,2024-02-02 23:21:15,Delivered,139.6
270,3678,5,2024-01-06 15:54:02,Shipped,398.85
271,1168,5,2025-09-26 18:25:45,Processing,299.59
272,3305,8,2024-12-06 12:10:27,Delivered,167.58
273,3398,1,2024-12-21 04:56:58,Processing,577.57
274,2302,6,2024-05-10 02:26:36,Returned,4.13
275,1898,6,2024-08-07 21:59:45,Delivered,108.76
276,2355,3,2024-08-24 07:44:01,Processing,658.25
277,3854,8,2025-05-30 18:07:06,Pending,447.59
278,122,1,2025-10-06 01:22:56,Delivered,521.18
279,292,1,2024-12-05 02:58:55,Shipped,470.94
280,3909,3,2024-02-22 23:04:35,Pending,958.39
281,3801,5,2025-09-13 03:36:55,Shipped,888.43
282,2694,8,2024-07-07 18:42:20,Delivered,13.66
283,954,2,2025-02-01 10:49:22,Delivered,75.58
284,3989,8,2024-06-26 01:52:26,Delivered,190.38
285,594,6,2024-05-12 12:24:20,Delivered,969.92
286,2316,8,2024-12-11 23:26:24,Delivered,593.61
287,1102,8,2025-03-09 14:26:55,Returned,796.06
288,1148,4,2024-04-09 07:47:27,Processing,384.54
289,2200,2,2024-10-06 23:01:35,Cancelled,105
290,2129,7,2025-01-05 16:11:15,Delivered,314.86
291,3897,8,2024-03-03 22:44:23,Delivered,142.29
292,3881,3,2024-11-17 21:27:16,Delivered,789.84
293,758,8,2025-10-04 04:23:16,Processing,301.19
294,2795,2,2025-12-10 11:50:21,Shipped,52.02
295,1924,7,2024-12-15 12:14:14,Shipped,402.19
296,2533,6,2025-04-18 02:09:14,Processing,399.37
297,111,7,2025-09-09 06:40:11,Processing,902.25
298,1697,7,2024-09-25 22:54:19,Processing,529.34
299,1451,2,2024-02-08 11:00:19,Delivered,731.76
300,977,4,2024-01-14 15:12:33,Shipped,140.71
301,110,4,2025-11-22 08:35:07,Delivered,269.12
302,3077,7,2025-03-02 23:13:40,Delivered,35.68
303,1931,4,2025-04-19 05:45:36,Shipped,605.12
304,2675,6,2024-09-22 09:20:23,Delivered,107.46
305,233,8,2025-10-31 13:09:55,Processing,410.02
306,1001,7,2025-11-11 19:17:30,Pending,222.95
307,1846,4,2025-07-13 18:24:03,Processing,559.81
308,572,5,2024-06-27 01:51:13,Shipped,720.72
309,984,4,2024-11-12 06:49:54,Delivered,81.45
310,109,2,2025-03-31 19:20:56,Cancelled,744.76
311,2844,7,2024-01-24 22:12:34,Processing,555.33
312,3359,2,2025-02-06 22:07:32,Delivered,29.83
313,3183,5,2024-05-27 17:42:08,Pending,599.35
314,3791,6,2025-12-25 13:29:56,Delivered,
315,2522,2,2025-12-13 09:28:04,Delivered,415.17
316,3682,1,2024-05-16 02:02:26,Pending,512.73
317,976,1,2024-12-07 00:13:17,Shipped,782.61
318,2594,6,2025-06-15 19:45:29,Delivered,815.85
319,3552,2,2024-12-31 09:34:52,Returned,410.18
320,2414,2,2024-09-26 17:19:20,Cancelled,400.29
321,194,5,2024-08-30 18:23:27,Delivered,547.16
322,357,7,2024-03-07 21:36:45,Delivered,156.97
323,1924,6,2024-01-02 17:53:03,Processing,482.77
324,2476,6,2025-12-08 16:49:29,Delivered,
325,939,2,2025-03-17 10:22:35,Pending,347.61
326,2124,5,2024-10-10 08:59:08,Delivered,320.86
327,2978,7,2024-08-19 18:38:50,Delivered,94.55
328,1613,3,2025-05-15 10:05:23,Returned,348.02
329,1325,6,2024-06-08 12:16:52,Delivered,224.42
330,156,1,2025-12-11 02:41:01,Processing,
331,3131,8,2024-01-20 05:04:06,Shipped,32.07
332,1468,2,2025-10-01 18:32:46,Shipped,316.63
333,2551,7,2025-01-12 11:34:48,Shipped,177.69
334,3758,2,2025-12-16 21:46:41,Returned,263.45
335,1778,6,2025-02-27 19:34:19,Shipped,100.53
336,968,2,2025-07-04 19:24:59,Cancelled,418.99
337,1008,5,2024-03-10 00:17:20,Shipped,99.87
338,2061,3,2025-11-28 05:14:11,Delivered,135.91
339,42,1,2024-09-18 11:33:13,Processing,55.38
340,1740,3,2024-12-08 12:54:26,Shipped,175.26
341,1538,6,2024-04-05 15:48:28,Delivered,139.62
342,863,7,2025-07-26 02:35:29,Pending,117.6
343,1509,8,2025-05-13 10:35:26,Delivered,311.05
344,1022,7,2024-09-11 09:21:49,Shipped,221.45
345,989,1,2025-02-11 13:47:25,Delivered,677.01
346,1856,8,2024-08-11 04:52:00,Pending,759.94
347,1108,4,2024-05-12 23:19:45,Processing,181.23
348,3894,3,2025-09-11 11:31:34,Delivered,47.98
349,1458,2,2025-09-17 17:02:59,Delivered,189.66
350,1429,4,2025-05-26 06:36:33,Returned,540.32
351,2812,5,2025-10-16 06:10:49,Delivered,810.65
352,1325,8,2025-05-22 10:03:05,Processing,719.53
353,1883,4,2025-09-14 06:26:03,Cancelled,248.4
354,132,5,2025-03-02 03:49:02,Pending,583.53
355,2366,1,2024-12-23 18:16:35,Processing,792.75
356,3239,1,2024-11-01 23:12:02,Delivered,136.79
357,1747,2,2024-09-03 19:25:41,Pending,210.43
358,2224,4,2024-09-16 23:33:56,Shipped,428.36
359,764,4,2025-12-05 12:39:51,Pending,102.5
360,1688,7,2024-11-08 21:53:39,Delivered,674.6
361,2520,6,2025-01-01 14:54:59,Delivered,449.79
362,3082,4,2025-10-08 01:50:00,Processing,116.48
363,3963,5,2024-11-19 05:06:56,Processing,307.64
364,3225,2,2025-01-19 06:20:36,Pending,816.32
365,632,4,2025-10-26 00:36:06,Delivered,591.9
366,1175,6,2024-07-09 12:21:38,Delivered,55.38
367,1545,2,2025-05-14 07:38:28,Processing,645.66
368,186,8,2024-05-09 02:42:24,Processing,575.42
369,492,7,2025-09-24 17:59:39,Shipped,189.27
370,2575,8,2025-06-01 02:35:59,Delivered,500.22
371,3682,5,2024-02-04 04:50:52,Processing,381.87
372,1827,8,2024-11-25 19:45:00,Shipped,
373,2366,7,2024-10-30 20:39:28,Delivered,524.35
374,1171,5,2024-05-06 07:45:01,Processing,406.52
375,3502,1,2025-09-01 14:22:40,Delivered,354.37
376,3545,2,2024-07-02 12:34:40,Pending,205.4
377,2855,2,2024-11-02 17:10:02,Delivered,372.15
378,922,7,2024-04-07 18:34:13,Processing,261
379,3711,7,2025-03-28 21:06:25,Pending,482.41
380,2271,7,2024-07-09 21:52:21,Shipped,75.7
381,3331,5,2024-03-19 19:23:08,Delivered,454.83
382,1216,7,2025-04-30 14:22:24,Pending,477.38
383,3305,1,2025-06-02 08:50:30,Processing,557.88
384,3766,4,2024-11-30 06:35:56,Processing,156.02
385,3822,8,2025-07-23 10:36:40,Pending,401.03
386,3067,1,2024-03-13 12:53:28,Processing,75.94
387,528,8,2025-04-08 19:21:56,Delivered,576.89
388,3503,8,2024-02-04 23:48:12,Delivered,
389,2717,7,2025-11-19 17:46:03,Delivered,555.48
390,829,4,2025-07-19 20:29:18,Processing,623.86
391,1263,7,2024-11-19 12:58:48,Delivered,252.75
392,790,5,2025-04-20 19:19:35,Delivered,159.6
393,1754,8,2024-11-30 10:45:54,Delivered,57.37
394,879,1,2024-07-11 15:44:10,Pending,171.06
395,1219,2,2025-02-23 23:53:56,Pending,168.3
396,3552,3,2024-08-30 13:27:48,Cancelled,178.69
397,124,6,2025-01-27 05:22:58,Delivered,299.36
398,2656,7,2025-01-03 11:43:05,Processing,334.44
399,626,4,2024-01-23 08:56:43,Delivered,379.26
400,1306,7,2025-08-27 22:54:30,Delivered,122.16
401,838,8,2025-05-29 05:46:39,Shipped,432.41
402,2664,5,2024-12-05 02:44:06,Processing,204.18
403,1073,3,2025-06-02 13:44:48,Shipped,319.02
404,3383,7,2025-09-14 02:20:02,Cancelled,
405,806,4,2024-01-24 01:31:47,Delivered,429.6
406,1186,7,2024-04-30 00:46:56,Pending,336.03
407,2525,4,2024-08-04 06:25:32,Processing,351.48
408,1422,3,2025-02-19 17:14:06,Delivered,367.04
409,3491,4,2025-10-17 22:33:30,Returned,867.16
410,3958,3,2024-04-14 22:50:06,Delivered,222.16
411,1531,7,2024-01-27 19:33:50,Pending,626.77
412,930,5,2024-09-10 15:18:43,Shipped,121.05
413,415,6,2025-09-18 05:39:14,Delivered,54.8
414,2103,1,2024-02-24 16:21:25,Shipped,24.72
415,657,4,2025-12-30 16:25:08,Processing,25.14
416,1355,3,2024-04-18 15:38:59,Delivered,578.26
417,974,5,2024-03-08 04:55:55,Processing,383.04
418,689,4,2025-09-19 17:49:33,Cancelled,315.55
419,1692,3,2025-07-22 17:49:16,Returned,510.57
420,2354,1,2025-12-26 14:02:25,Processing,169.63
421,2908,3,2025-07-23 18:34:23,Delivered,288.16
422,3373,8,2024-11-30 01:37:27,Processing,162.7
423,593,3,2024-01-22 10:13:43,Returned,293.69
424,865,2,2025-09-29 23:37:02,Delivered,35.58
425,733,6,2025-12-20 10:34:12,Delivered,369.66
426,1436,4,2024-04-03 23:34:21,Pending,235.18
427,2506,8,2024-04-03 22:54:33,Returned,394.68
428,1420,3,2024-07-09 22:48:28,Processing,366.75
429,3112,5,2025-06-05 23:39:31,Delivered,511.31
430,3891,5,2024-08-26 07:06:57,Delivered,335.23
431,895,2,2025-08-28 12:16:13,Processing,244.12
432,3662,8,2025-04-23 18:36:28,Pending,44.14
433,1807,6,2025-08-05 10:25:53,Cancelled,39.66
434,1634,5,2024-07-25 13:19:27,Delivered,696.77
435,2464,2,2024-01-05 22:25:11,Returned,360.65
436,2514,5,2024-09-03 11:38:34,Delivered,335.79
437,1642,6,2024-12-31 15:57:37,Processing,368.81
438,2093,8,2025-05-03 20:05:46,Shipped,261.12
439,3716,2,2025-03-10 09:33:53,Processing,249.13
440,3572,4,2024-10-04 14:54:08,Shipped,241.07
441,3928,2,2025-09-08 16:34:33,Delivered,395.77
442,230,5,2025-03-23 03:56:02,Cancelled,180.83
443,2394,2,2024-12-27 20:12:37,Delivered,426.04
444,3379,1,2025-07-03 11:47:01,Delivered,602.55
445,1156,6,2024-09-03 11:42:32,Delivered,348.17
446,3037,7,2025-07-27 13:08:46,Shipped,428.39
447,1445,5,2025-10-23 14:18:21,Shipped,522.52
448,1165,3,2024-12-23 14:37:48,Delivered,777.06
449,3627,6,2025-11-26 12:40:02,Delivered,472.26
450,1963,5,2025-11-13 22:42:45,Delivered,508.43
451,3256,6,2025-08-01 18:07:35,Delivered,604.08
452,2854,1,2024-10-29 23:30:55,Shipped,366.29
453,3820,8,2025-12-18 02:31:55,Delivered,211.28
454,1384,4,2025-10-13 19:50:52,Processing,276.26
455,770,5,2024-03-26 09:08:13,Delivered,814.24
456,3096,8,2024-06-16 15:30:48,Delivered,737.24
457,2874,7,2024-07-13 13:21:46,Shipped,317.49
458,1104,6,2025-12-14 10:40:37,Delivered,729.26
459,1274,8,2025-10-29 04:20:03,Cancelled,577.14
460,3551,8,2024-11-29 06:12:32,Shipped,476
461,2385,3,2024-06-07 16:53:42,Shipped,485.83
462,1918,3,2024-07-11 18:28:04,Cancelled,876.01
463,84,7,2025-01-20 06:31:34,Pending,820.17
464,1842,1,2025-12-19 21:19:38,Cancelled,941.69
465,258,4,2025-02-27 19:18:30,Cancelled,151.84
466,74,3,2025-07-05 15:39:49,Delivered,1211.68
467,2249,7,2024-05-14 07:53:58,Shipped,42.37
468,3774,6,2024-03-23 02:25:47,Processing,445.89
469,2825,8,2024-07-01 15:09:56,Shipped,53.2
470,2729,1,2024-02-25 17:08:43,Pending,269.98
471,2415,1,2024-11-19 13:01:01,Cancelled,224.91
472,487,7,2025-05-11 00:00:46,Processing,283.42
473,789,4,2024-07-06 04:08:16,Cancelled,1158.53
474,1914,2,2024-02-25 07:42:39,Delivered,169.66
475,2565,5,2025-01-06 04:29:15,Delivered,622.18
476,348,7,2025-05-28 08:24:23,Delivered,338.73
477,1731,3,2025-10-31 21:35:30,Delivered,279.48
478,2280,6,2025-06-02 02:57:42,Delivered,175.64
479,1927,4,2024-09-15 14:28:10,Processing,129.46
480,3823,4,2024-04-24 02:55:24,Delivered,1003
481,390,2,2024-02-07 07:32:54,Cancelled,94.43
482,3001,8,2024-03-14 23:54:56,Delivered,217.38
483,901,7,2024-03-06 01:16:36,Delivered,290.68
484,229,2,2024-02-28 21:03:58,Delivered,165.25
485,3827,2,2025-07-21 23:08:06,Cancelled,144.72
486,300,1,2024-10-18 19:57:43,Processing,
487,995,8,2024-04-06 22:33:58,Cancelled,47.22
488,379,1,2024-03-08 00:32:55,Delivered,469.81
489,1048,3,2024-04-13 13:34:34,Delivered,190.44
490,290,8,2024-01-27 05:21:58,Cancelled,800.52
491,1466,4,2025-01-08 16:36:32,Delivered,254.97
