Order_Item_ID,Order_ID,Product_ID,Promotion_ID,Quantity,Unit_Price
252,110,561,62,1,39.36
253,110,445,106,2,91.1
254,110,510,,1,99.47
255,111,119,118,2,137.4
256,111,73,81,3,43.17
257,112,535,100,3,80.21
258,113,304,90,3,50.42
259,113,326,117,3,49.53
260,114,129,93,2,33.05
261,114,584,74,2,79.11
262,115,165,55,2,100.43
263,116,281,81,2,31.57
264,116,428,98,2,146.96
265,117,279,31,2,84.5
266,117,67,93,1,162.7
267,117,276,120,3,127.56
268,118,49,80,2,130.29
269,118,326,24,3,50.87
270,119,192,74,2,55.1
271,119,425,76,3,72.11
272,119,274,58,3,53.27
273,120,568,88,2,142.73
274,121,399,72,3,79.74
275,121,175,6,1,41.56
276,121,383,26,3,98.63
277,122,550,59,2,51.46
278,122,430,37,3,82.42
279,122,356,72,3,103.03
280,123,493,1,2,48.3
281,123,139,74,3,112.25
282,124,20,98,3,104.09
283,124,445,102,1,95.9
284,124,398,82,3,153.26
285,124,488,38,1,149.8
286,125,460,85,2,108.6
287,125,40,43,1,23.23
288,126,393,84,3,103.04
289,126,283,105,1,72.25
290,126,418,98,1,74.33
291,126,342,32,1,68.72
292,127,495,43,3,141.28
293,127,482,50,2,53.27
294,128,352,8,2,97.33
295,128,92,80,1,55.62
296,129,169,50,2,127.72
297,130,420,33,1,36.08
298,130,232,104,1,69.95
299,131,511,114,3,165.38
300,131,1,37,2,110.86
301,132,401,118,3,150.97
302,132,487,33,1,72.07
303,132,362,14,1,55.35
304,133,574,,2,23.06
305,133,557,60,3,136.01
306,133,377,40,3,38.19
307,134,104,85,2,130.88
308,134,555,93,1,43.32
309,134,586,76,3,127.79
310,135,112,76,3,130.92
311,135,228,68,2,15.65
312,135,312,20,2,67.13
313,136,184,56,2,39.01
314,137,523,31,1,48.41
315,137,485,101,3,5.85
316,137,179,22,2,164.37
317,138,585,120,3,112.09
318,138,353,82,3,96.41
319,139,107,66,1,132.46
320,139,353,107,3,94.75
321,140,429,8,1,64.2
322,141,529,59,1,137.19
323,141,317,38,1,22.75
324,142,12,47,3,72.04
325,142,74,7,1,75.6
326,143,115,58,3,104.03
327,143,298,91,1,86.66
328,144,83,48,3,139.08
329,144,273,,2,104.5
330,144,328,29,3,149.21
331,144,480,92,1,40.8
332,145,167,105,1,33.54
333,145,180,79,3,67.19
334,145,413,7,2,147.74
335,146,422,98,1,36.21
336,146,518,44,2,9.39
337,146,110,47,3,39.27
338,147,361,92,3,37.16
339,147,377,85,1,35.26
340,147,462,36,3,67.06
341,148,364,112,2,33.37
342,148,380,92,1,77.06
343,149,535,97,3,96.67
344,149,533,58,3,99.62
345,150,174,27,1,104.36
346,151,543,46,3,88.21
347,151,83,33,1,127.89
348,151,249,22,3,119.53
349,152,461,55,3,115.5
350,152,268,9,1,
351,152,372,65,2,47.24
352,153,113,34,3,60.25
353,153,322,91,3,36.71
354,154,400,113,1,156.62
355,154,344,26,1,73.36
356,154,545,2,1,7.81
357,155,598,52,1,132.86
358,155,242,25,3,142.06
359,155,287,106,3,68.91
360,156,421,82,2,86.88
361,156,163,95,2,56.35
362,157,24,79,2,94.83
363,157,87,32,3,137.91
364,157,583,22,3,122.48
365,158,283,13,1,63.75
366,158,344,60,2,89.21
367,159,37,28,3,145.58
368,159,207,81,1,10.93
369,160,14,43,3,169.02
370,160,333,55,2,147.2
371,161,97,106,1,52.73
372,162,191,102,3,56.44
373,163,106,,1,67.84
374,163,169,24,3,122.38
375,163,337,74,3,20.73
376,164,416,22,1,69.07
377,164,159,102,2,72.32
378,164,404,4,2,132.21
379,165,286,52,3,15.37
380,165,271,28,2,79.13
381,165,476,46,1,75.09
382,165,389,39,2,62.52
383,166,216,116,1,96.23
384,167,409,62,1,51.98
385,168,417,67,1,12.38
386,169,496,,1,63.01
387,169,124,11,1,55.85
388,169,449,117,2,155.06
389,169,254,,1,8.02
390,170,204,118,1,126.18
391,170,70,48,1,148.04
392,170,371,45,2,43.36
393,171,140,72,2,90.42
394,171,4,20,2,161.58
395,171,438,86,1,71.7
396,172,88,98,1,24.8
397,172,158,74,3,27.94
398,173,304,32,1,
399,173,121,102,1,43.64
400,174,333,58,2,124.71
401,174,536,4,2,142.25
402,174,286,62,3,16.62
403,175,526,18,2,98.29
404,176,245,3,1,109.29
405,176,492,66,1,23.32
406,176,367,9,3,39.21
407,176,482,119,2,59.78
408,177,26,8,1,112.16
409,177,11,108,2,134.79
410,178,2,58,3,53.82
411,178,119,21,2,118.61
412,178,368,55,3,30.48
413,178,453,106,2,137.63
414,179,180,45,2,70.43
415,179,476,120,2,61.35
416,179,468,114,1,119.87
417,180,192,112,1,65.25
418,180,136,80,2,87.97
419,180,229,87,1,91.11
420,180,280,118,3,73.45
421,181,306,118,2,142.18
422,181,85,72,2,62.91
423,181,590,36,3,104.83
424,182,131,10,2,87.9
425,182,306,57,1,130.36
426,182,503,86,2,36.13
427,183,483,3,2,134.01
428,183,463,42,2,72.53
429,183,62,76,1,153.9
430,184,189,32,3,58.39
431,185,6,53,3,120.55
432,186,384,37,2,141.89
433,186,498,15,2,151.54
434,186,31,14,3,55.82
435,187,584,25,2,75.96
436,187,72,19,2,4.83
437,187,413,46,2,138.36
438,188,405,101,3,77.31
439,188,395,11,2,103.91
440,188,192,78,2,59.3
441,189,121,81,1,41.54
442,190,515,37,2,15.51
443,191,476,59,2,64.12
444,191,114,100,2,88.97
445,191,585,53,3,131.36
446,191,117,89,3,86.89
447,192,85,74,2,59.32
448,192,76,,3,114.4
449,192,466,14,3,124.39
450,193,252,110,2,21.47
451,194,292,23,1,73.79
452,195,130,59,1,20.8
453,195,90,112,3,175.87
454,196,260,15,3,122.16
455,196,417,91,2,9.89
456,197,97,88,2,56.13
457,197,83,3,1,125.03
458,197,356,22,3,106.09
459,198,487,,3,78.84
460,198,184,35,1,34.24
461,199,366,45,2,51.11
462,199,84,35,3,142.18
463,200,502,111,2,65.78
464,200,138,59,1,61.52
465,200,27,67,3,41.54
466,201,274,51,2,56.01
467,201,182,94,3,85.19
468,202,548,27,3,124.46
469,203,221,107,1,9.72
470,203,455,50,3,15.05
471,203,321,48,2,91.9
472,203,56,86,2,161.3
473,204,283,,3,78.93
474,204,36,28,2,5.27
475,205,369,7,3,141.86
476,205,349,54,2,60.24
477,206,208,118,3,39.8
478,206,143,30,2,119.78
479,207,511,97,3,163.29
480,207,245,118,2,116.31
481,208,208,41,3,36.22
482,208,502,93,3,60.5
483,208,163,15,1,56.45
484,209,22,24,1,57.32
485,209,414,81,1,4.04
486,209,335,53,3,4.79
487,210,13,72,2,129.14
488,210,375,4,2,76.11
489,211,370,78,2,144.39
490,211,319,99,1,117.46
491,211,61,51,1,57.08
492,212,44,53,2,82.04
493,212,253,25,3,31.65
494,213,479,17,3,81.87
495,213,561,87,3,32.87
496,213,151,50,1,84.66
497,213,420,17,2,39.79
498,214,549,15,3,23.95
499,215,199,110,2,10.06
500,216,306,109,2,160.13
501,216,585,119,2,119.94
502,216,275,101,3,24.96
503,216,83,82,2,151.22
504,217,317,37,3,25.14
505,217,49,7,1,137.59
506,217,112,116,1,115.95
507,218,378,120,2,101.25
508,218,53,1,1,88.27
509,218,482,12,3,62.56
510,219,305,66,1,
511,219,169,56,2,111.64
512,219,163,108,2,61.53
513,219,571,27,2,72.99
514,220,556,43,3,139.39
515,220,29,9,1,112.86
516,220,371,,3,46.85
517,221,234,73,2,70.9
518,221,290,41,1,33.07
519,221,444,65,3,113.32
520,222,250,15,1,107.94
521,222,64,69,2,144.43
522,222,465,15,2,74.48
523,222,182,20,1,91.86
524,223,270,41,3,100.19
525,223,335,,3,4.74
526,223,69,38,1,79.48
527,223,130,32,3,23.05
528,224,130,65,2,21.83
529,224,42,36,3,92.19
530,224,344,7,2,76.86
531,225,270,65,2,106.56
532,225,236,57,3,73.63
533,225,523,76,1,57.39
534,225,51,33,3,33.13
535,226,475,23,1,139.03
536,226,56,105,2,137.97
537,227,261,62,1,121.49
538,227,581,34,2,141.52
539,228,239,18,3,133.23
540,228,509,109,2,48.82
541,229,485,41,3,6.49
542,229,219,39,3,122.62
543,230,272,21,2,116.42
544,230,33,14,2,123.05
545,230,74,75,2,81.89
546,230,454,,3,8.11
547,231,383,98,3,100.2
548,231,450,120,1,66.85
549,231,364,108,3,27.22
550,231,34,42,2,14.13
551,232,561,103,3,37.96
552,233,144,51,3,33.61
553,233,535,7,1,82.02
554,233,22,42,1,49.7
555,233,161,101,1,127.6
556,234,30,109,1,115.6
557,235,564,72,2,75.41
558,236,377,19,2,40.44
559,236,528,2,2,24.34
560,236,192,89,3,62.13
561,237,531,10,2,153.81
562,237,380,58,2,73
563,238,130,74,3,
564,238,444,95,1,112.6
565,238,479,107,3,84.66
566,239,417,25,2,10.37
567,239,166,73,2,65.64
568,240,262,9,3,106.03
569,240,258,76,1,43.25
570,241,95,11,1,149.4
571,242,238,92,2,26.28
572,242,246,,2,119.86
573,243,328,78,1,139.98
574,243,115,46,2,102.41
575,243,272,101,3,114.35
576,244,429,39,2,70.46
577,244,527,37,1,150.64
578,245,547,25,1,87.84
579,246,94,31,2,43.73
580,246,378,59,2,99.09
581,246,223,44,3,138.12
582,247,350,75,1,102.29
583,247,276,58,3,124.78
584,248,316,120,1,55.58
585,248,350,97,3,102.37
586,248,254,6,1,7.42
587,249,587,99,1,65.07
588,249,430,23,1,83.3
589,250,16,61,1,139.03
590,250,96,101,3,46.55
591,251,65,119,2,18.03
592,251,208,113,1,38.4
593,251,61,,2,68.17
594,251,412,91,2,99.57
595,252,13,75,2,140.41
596,252,548,10,3,142.14
597,252,214,57,1,20.9
598,252,447,75,2,114.7
599,253,214,66,3,21.55
600,254,223,110,2,119.38
601,254,474,62,1,151.76
602,255,193,117,2,42.24
603,255,354,44,3,86.32
604,256,565,114,2,59.14
605,257,344,42,1,73.05
606,257,381,83,3,79.16
607,257,287,32,3,58.31
608,258,271,42,3,87.11
609,258,486,4,2,158
610,258,477,28,2,12.65
611,258,81,3,2,66.75
612,259,144,69,1,31.54
613,259,568,31,1,130.71
614,259,570,83,3,89.59
615,260,11,11,1,123.81
616,260,459,117,3,145.64
617,261,371,53,3,39.32
618,261,210,41,2,19.67
619,261,366,35,2,57.26
620,262,164,21,1,114.22
621,262,106,4,1,78.6
622,262,368,84,1,25.36
623,263,128,88,1,129.39
624,263,254,20,1,7.94
625,263,81,63,2,71.64
626,263,374,62,2,10.85
627,264,125,43,2,166.53
628,265,350,55,2,98.93
629,265,289,81,3,84.71
630,266,556,80,1,149.86
631,266,343,111,2,46.31
632,266,157,66,1,109.49
633,267,3,20,3,58
634,267,541,,2,110.36
635,267,418,106,2,74.02
636,268,250,98,3,108.5
637,268,171,63,2,116.45
638,268,358,59,1,
639,269,236,48,2,69.8
640,270,457,95,2,16.78
641,270,571,29,1,84.55
642,270,352,2,3,93.58
643,271,376,6,2,44.35
644,271,403,23,1,93.51
645,271,189,44,2,
646,272,563,22,3,36.94
647,272,512,63,2,28.38
648,273,32,50,1,144.91
649,273,343,107,2,52.38
650,273,67,52,2,163.95
651,274,414,83,1,4.13
652,275,293,52,2,15.02
653,275,538,52,3,26.24
654,276,103,103,2,130.37
655,276,319,100,2,117.62
656,276,201,22,1,40.49
657,276,143,37,1,121.78
658,277,426,104,,152.67
659,277,104,66,2,147.46
660,278,186,56,3,99.48
661,278,262,62,2,111.37
662,279,131,,2,81.17
663,279,56,,2,154.3
664,280,338,113,1,94.44
665,280,306,118,3,144.85
666,280,239,23,2,131.1
667,280,579,15,1,167.2
668,281,233,83,3,
669,281,498,89,3,133.29
670,281,488,19,2,137.9
671,282,34,83,1,13.66
672,283,387,68,1,75.58
673,284,222,90,2,17.32
674,284,557,6,1,155.74
675,285,410,120,3,120.43
676,285,6,42,2,98.73
677,285,451,85,,141.8
678,285,87,105,1,127.57
679,286,578,116,1,43.37
680,286,226,75,3,128.01
681,286,513,85,1,80.35
682,286,82,66,3,28.62
683,287,546,82,3,131.16
684,287,516,27,2,122.27
685,287,209,119,2,79.02
686,288,474,16,2,161.04
687,288,525,116,2,23.49
688,288,439,12,2,7.74
689,289,129,97,3,35
690,290,139,93,1,98.46
691,290,307,103,1,116.5
692,290,519,85,2,49.95
693,291,317,43,3,24.33
694,291,349,107,1,69.3
695,292,455,67,3,15.57
696,292,9,81,3,112.07
697,292,67,67,3,135.64
698,293,380,29,1,80.36
699,293,19,27,,13.13
700,293,354,86,2,90.72
701,294,146,45,3,17.34
702,295,190,,3,72.13
703,295,18,13,2,92.9
704,296,580,85,1,23.86
705,296,91,,2,84.21
706,296,312,83,3,69.03
707,297,261,102,3,125.82
708,297,388,79,3,100.35
709,297,345,55,2,111.87
710,298,171,19,3,126.74
711,298,39,23,1,86.09
712,298,252,51,3,21.01
713,299,287,96,3,65.22
714,299,394,2,3,57
715,299,277,2,3,121.7
716,300,582,85,3,38.3
717,300,40,78,1,
718,301,552,110,1,107.53
719,301,555,79,1,42.35
720,301,548,43,1,119.24
721,302,286,115,2,17.84
722,303,422,29,2,37.63
723,303,202,49,1,119.34
724,303,49,107,3,136.84
725,304,562,99,2,53.73
726,305,469,8,3,58.02
727,305,436,,2,117.98
728,306,317,96,2,26.99
729,306,377,119,1,33.17
730,306,219,,1,123.2
731,306,532,2,2,6.3
732,307,455,29,1,14.05
733,307,486,12,2,144.24
734,307,151,59,3,85.76
735,308,121,1,2,40.4
736,308,521,120,2,109.34
737,308,206,24,2,94.79
738,308,188,73,2,115.83
739,309,578,30,1,43.47
740,309,185,69,2,18.99
741,310,208,,2,39.65
742,310,114,,1,85.46
743,310,256,8,3,141.86
744,310,437,76,2,77.21
745,311,302,15,1,25.76
746,311,373,105,1,123.67
747,311,410,41,3,109.74
748,311,60,65,3,25.56
749,312,170,85,1,29.83
750,313,240,42,3,149.36
751,313,153,42,1,71.27
752,313,563,118,2,40
753,314,29,102,1,119.8
754,314,485,28,2,6.6
755,314,44,97,3,73.84
756,315,579,104,3,138.39
757,316,377,46,1,
758,316,262,95,3,115.77
759,316,476,58,2,63.12
760,317,569,68,3,149.87
761,317,164,91,3,111
762,318,596,66,3,41.06
763,318,510,63,1,88.08
764,318,506,49,3,
765,318,511,12,2,141.69
766,319,473,74,2,93.97
767,319,465,41,3,74.08
768,320,128,83,3,133.43
769,321,502,88,2,69.13
770,321,111,25,2,132.28
771,321,546,73,1,144.34
772,322,451,110,1,133.61
773,322,508,93,1,23.36
774,323,346,12,3,57.43
775,323,18,81,2,83.6
776,323,475,69,1,143.28
777,324,192,81,2,58.27
778,324,378,26,3,107.57
779,325,212,44,1,124.67
780,325,265,64,1,114.86
781,325,448,13,1,108.08
782,326,586,85,2,111.69
783,326,124,84,2,48.74
784,327,7,117,2,6.58
785,327,40,110,3,27.13
786,328,29,2,1,139.28
787,328,139,40,2,104.37
788,329,250,7,2,112.21
789,330,331,,1,18.2
790,330,498,59,2,124.15
791,330,504,79,3,92.12
792,331,129,29,1,32.07
793,332,582,37,1,34.97
794,332,430,95,2,78.78
795,332,49,115,1,124.1
796,333,489,47,3,59.23
797,334,516,41,1,150.79
798,334,112,71,1,112.66
799,335,150,61,3,9.09
800,335,177,111,1,73.26
801,336,460,48,2,101.1
802,336,467,26,1,94.96
803,336,325,15,1,101.07
804,336,77,77,3,6.92
805,337,244,4,3,33.29
806,338,542,93,3,23.56
807,338,61,21,1,65.23
808,339,424,75,3,18.46
809,340,491,35,3,15.9
810,340,515,51,3,17.74
811,340,591,96,1,74.34
812,341,548,32,1,139.62
813,342,477,16,3,11.11
814,342,152,55,3,28.09
815,343,417,9,2,12.24
816,343,192,47,1,59.11
817,343,429,28,3,75.82
818,344,293,21,1,13.94
819,344,407,57,2,83.26
820,344,27,76,1,40.99
821,345,434,71,3,124.23
822,345,51,59,1,30.06
823,345,11,61,2,137.13
824,346,461,39,2,124.27
825,346,209,13,3,82.82
826,346,261,47,2,131.47
827,347,279,89,1,80.59
828,347,356,99,1,100.64
829,348,562,88,1,47.98
830,349,2,40,,63.22
831,350,498,74,3,150.54
832,350,258,16,2,44.35
833,351,569,83,2,171.31
834,351,256,64,3,156.01
835,352,156,40,2,143.15
836,352,64,99,3,144.41
837,353,109,19,3,34.22
838,353,106,80,2,72.87
839,354,427,87,3,66.73
840,354,588,99,2,61.16
841,354,564,95,2,85.3
842,354,519,53,2,45.21
843,355,555,93,2,46.91
844,355,398,23,1,152.09
845,355,45,61,2,103.74
846,355,250,101,3,
847,356,137,102,2,29.71
848,356,492,46,3,25.79
849,357,294,58,1,50.83
850,357,465,53,2,79.8
851,358,157,37,1,105.07
852,358,24,31,2,111.77
853,358,167,80,3,33.25
854,359,320,39,2,51.25
855,360,369,102,3,121.96
856,360,43,93,1,139.43
857,360,78,3,1,52.58
858,360,447,17,1,116.71
859,361,463,3,2,79.69
860,361,442,38,1,52.67
861,361,472,42,2,118.87
862,362,132,20,2,58.24
863,363,203,57,3,76.57
864,363,381,76,1,77.93
865,364,128,112,3,141.6
866,364,11,51,1,126.85
867,364,385,81,3,
868,364,418,100,2,68.75
869,365,157,109,2,102.69
870,365,1,13,2,106.9
871,365,363,103,2,86.36
872,366,364,6,1,32.64
873,366,7,64,3,7.58
874,367,328,116,1,144.75
875,367,569,51,3,
876,368,52,49,3,80.77
877,368,221,,1,10.01
878,368,278,33,3,107.7
879,369,503,,3,40.51
880,369,425,91,1,67.74
881,370,446,41,2,128.21
882,370,358,72,2,121.9
883,371,442,55,3,50.49
884,371,136,4,3,76.8
885,372,322,68,2,40.35
886,372,540,62,3,97.69
887,372,409,60,2,52.76
888,373,373,51,3,131.41
889,373,368,63,2,31.69
890,373,109,101,2,33.37
891,374,246,27,3,126.41
892,374,365,36,1,27.29
893,375,230,32,2,39.5
894,375,439,52,1,7.32
895,375,407,20,3,89.35
896,376,549,11,2,26.81
897,376,591,82,2,75.89
898,377,183,95,3,124.05
899,378,280,20,1,71.7
900,378,248,64,2,47.19
901,378,537,52,1,94.92
902,379,109,,1,32.98
903,379,121,107,3,39.19
904,379,522,62,2,102.98
905,379,312,70,2,62.95
906,380,563,78,2,37.85
907,381,352,25,2,100.89
908,381,146,92,3,17.01
909,381,349,116,3,67.34
910,382,551,80,3,58.28
911,382,209,95,2,97.09
912,382,304,83,2,54.18
913,383,393,16,3,104.3
914,383,516,,2,122.49
915,384,272,5,1,105.38
916,384,88,18,2,25.32
917,385,96,100,3,43.69
918,385,226,11,2,134.98
919,386,525,42,2,22.43
920,386,145,34,1,31.08
921,387,20,1,3,112.75
922,387,33,42,2,119.32
923,388,378,36,3,113.38
924,388,200,83,1,42.94
925,389,459,60,3,167.51
926,389,8,24,3,17.65
927,390,451,119,1,120.44
928,390,483,33,2,128.44
929,390,382,105,3,82.18
930,391,468,114,1,108.37
931,391,269,101,2,20.05
932,391,124,2,1,44.12
933,391,215,28,1,60.16
934,392,178,23,3,53.2
935,393,295,37,1,57.37
936,394,531,85,1,171.06
937,395,56,104,1,168.3
938,396,126,119,1,57.73
939,396,247,4,2,60.48
940,397,21,81,1,148.68
941,397,477,16,1,12.16
942,397,132,22,2,69.26
943,398,52,66,2,92.2
944,398,292,20,1,64.87
945,398,487,55,1,85.17
946,399,443,10,,104.49
947,399,124,,1,50.37
948,399,246,,1,
949,400,371,20,3,40.72
950,401,526,24,3,96.65
951,401,188,55,1,114.73
952,401,492,29,1,27.73
953,402,82,9,1,28.38
954,402,251,88,3,58.6
955,403,174,65,3,106.34
956,404,263,15,3,70.2
957,404,372,98,1,44.87
958,404,33,42,3,131.81
959,404,528,117,2,25.86
960,405,242,27,3,143.2
961,406,371,109,2,44.41
962,406,89,89,2,66.83
963,406,315,116,1,113.55
964,407,196,13,2,143.18
965,407,166,30,1,65.12
966,408,368,71,3,31
967,408,373,17,2,137.02
968,409,179,75,3,145.27
969,409,156,62,2,149.18
970,409,156,79,1,132.99
971,410,452,115,1,155.31
972,410,187,63,1,66.85
973,411,250,70,1,99.31
974,411,21,15,3,166.64
975,411,542,61,1,27.54
976,412,480,55,3,40.35
977,413,166,58,1,54.8
978,414,108,67,1,24.72
979,415,264,37,2,12.57
980,416,105,120,1,29.28
981,416,430,101,3,89.33
982,416,464,81,3,83.09
983,416,423,113,1,31.72
984,417,260,75,3,127.68
985,418,581,108,2,141.35
986,418,558,47,3,10.95
987,419,309,108,2,91.68
988,419,506,68,3,109.07
989,420,318,78,1,88.65
990,420,416,76,1,80.98
991,421,270,71,3,93.08
992,421,545,98,1,8.92
993,422,592,96,1,33.8
994,422,75,22,2,64.45
995,423,574,58,2,20.28
996,423,546,92,1,136.55
997,423,59,1,2,58.29
998,424,207,55,3,11.86
999,425,223,96,2,108.49
1000,425,405,64,2,76.34
1001,426,508,43,2,24.36
1002,426,241,62,2,33.86
