Transaction_ID,Store_ID,Register_ID,Employee_ID,Customer_ID,Transaction_Time
TXN-20250620-000060,7,25,524,407,2025-06-20 14:25:27
TXN-20251026-000061,59,202,196,2071,2025-10-26 23:40:19
TXN-20250825-000062,52,175,365,1993,2025-08-25 01:42:33
TXN-20240317-000063,3,11,584,3180,2024-03-17 16:22:08
TXN-20250627-000064,1,3,473,1055,2025-06-27 16:36:15
TXN-20240412-000065,18,63,191,749,2024-04-12 07:53:03
TXN-20251017-000066,54,184,73,1312,2025-10-17 22:03:28
TXN-20250622-000067,54,185,796,3582,2025-06-22 19:12:20
TXN-20240320-000068,13,43,695,821,2024-03-20 10:19:45
TXN-20250405-000069,15,50,290,652,2025-04-05 08:13:46
TXN-20240114-000070,57,195,251,1037,2024-01-14 04:11:04
TXN-20250313-000071,63,215,544,1297,2025-03-13 12:29:10
TXN-20240614-000072,23,79,40,1898,2024-06-14 04:55:30
TXN-20240726-000073,28,94,360,553,2024-07-26 19:31:45
TXN-20250104-000074,56,190,46,929,2025-01-04 14:36:58
TXN-20240529-000075,40,137,757,1682,2024-05-29 17:30:50
TXN-20240207-000076,53,181,616,2608,2024-02-07 21:18:58
TXN-20241114-000077,42,142,296,3862,2024-11-14 09:03:06
TXN-20250517-000078,35,119,182,2681,2025-05-17 10:51:14
TXN-20250210-000079,26,87,241,1687,2025-02-10 13:35:57
TXN-20250101-000080,33,111,719,602,2025-01-01 01:13:14
TXN-20241123-000081,56,192,388,250,2024-11-23 07:00:26
TXN-20250716-000082,46,156,800,3435,2025-07-16 19:34:09
TXN-20250626-000083,45,153,300,3942,2025-06-26 05:59:46
TXN-20251020-000084,59,202,321,1208,2025-10-20 10:27:32
TXN-20241016-000085,64,218,790,2997,2024-10-16 01:57:30
TXN-20251108-000086,20,69,561,865,2025-11-08 10:46:13
TXN-20250809-000087,10,33,17,2444,2025-08-09 16:06:12
TXN-20241223-000088,17,59,274,2073,2024-12-23 22:00:25
TXN-20240331-000089,61,209,679,2327,2024-03-31 13:10:03
TXN-20250423-000090,34,116,45,2936,2025-04-23 00:58:36
TXN-20250428-000091,35,119,764,85,2025-04-28 07:37:09
TXN-20240810-000092,64,218,590,2391,2024-08-10 16:54:29
TXN-20240702-000093,28,94,348,1658,2024-07-02 09:17:51
TXN-20251018-000094,6,20,784,2546,2025-10-18 08:47:49
TXN-20240421-000095,56,190,458,2318,2024-04-21 18:54:09
TXN-20250805-000096,47,160,666,3647,2025-08-05 05:35:34
TXN-20241017-000097,41,138,378,3804,2024-10-17 16:15:01
TXN-20250127-000098,39,133,523,3674,2025-01-27 02:18:52
TXN-20251109-000099,64,218,418,1261,2025-11-09 22:14:19
TXN-20250920-000100,7,25,417,392,2025-09-20 00:06:06
TXN-20250129-000101,22,76,383,2767,2025-01-29 06:49:10
TXN-20251103-000102,27,93,52,3520,2025-11-03 00:57:25
TXN-20251106-000103,15,51,588,1539,2025-11-06 09:50:11
TXN-20251111-000104,19,65,628,3856,2025-11-11 02:42:39
TXN-20240501-000105,20,68,100,2648,2024-05-01 01:06:40
TXN-20240110-000106,59,202,608,3262,2024-01-10 03:21:30
TXN-20251019-000107,39,133,565,1718,2025-10-19 14:22:28
TXN-20250616-000108,8,27,5,1775,2025-06-16 11:48:43
TXN-20250119-000109,3,11,144,3432,2025-01-19 12:10:32
TXN-20240101-000110,38,129,258,2443,2024-01-01 17:52:02
TXN-20250210-000111,7,25,569,499,2025-02-10 21:59:14
TXN-20250416-000112,8,27,19,490,2025-04-16 23:55:03
TXN-20250417-000113,50,171,66,2251,2025-04-17 09:52:19
TXN-20241222-000114,20,68,212,1865,2024-12-22 22:38:10
TXN-20240206-000115,24,81,93,3575,2024-02-06 20:44:55
TXN-20241201-000116,20,69,100,269,2024-12-01 13:54:10
TXN-20240902-000117,52,177,197,2625,2024-09-02 16:21:41
TXN-20250117-000118,22,74,513,434,2025-01-17 20:45:18
TXN-20240317-000119,9,31,11,2100,2024-03-17 08:47:08
TXN-20241221-000120,40,136,758,246,2024-12-21 19:53:28
TXN-20240405-000121,20,68,561,2313,2024-04-05 22:47:27
TXN-20251016-000122,38,130,50,1757,2025-10-16 15:32:00
TXN-20240606-000123,44,150,356,2271,2024-06-06 10:11:57
TXN-20250826-000124,53,179,651,1424,2025-08-26 20:19:48
TXN-20240318-000125,45,152,300,1487,2024-03-18 21:48:43
TXN-20240226-000126,63,215,663,1940,2024-02-26 19:21:05
TXN-20250705-000127,26,89,391,1049,2025-07-05 06:37:13
TXN-20241010-000128,44,149,746,2466,2024-10-10 03:37:41
TXN-20240430-000129,28,96,348,993,2024-04-30 16:51:06
TXN-20241223-000130,19,64,401,2331,2024-12-23 17:34:09
TXN-20250619-000131,34,116,527,2951,2025-06-19 01:36:46
TXN-20240124-000132,25,86,783,1851,2024-01-24 15:34:29
TXN-20240121-000133,11,38,456,1529,2024-01-21 02:18:45
TXN-20240407-000134,4,13,649,1232,2024-04-07 10:23:53
TXN-20250706-000135,43,145,474,755,2025-07-06 21:14:17
TXN-20241022-000136,63,214,158,3304,2024-10-22 12:05:38
TXN-20251103-000137,20,67,561,3952,2025-11-03 07:28:56
TXN-20250806-000138,49,165,557,1772,2025-08-06 21:34:36
TXN-20240708-000139,49,165,214,2843,2024-07-08 17:38:56
TXN-20240205-000140,54,183,185,2567,2024-02-05 21:09:48
TXN-20240403-000141,50,169,775,281,2024-04-03 00:07:55
TXN-20241207-000142,53,179,691,2664,2024-12-07 20:19:44
TXN-20250726-000143,64,217,418,871,2025-07-26 08:08:34
TXN-20250119-000144,61,209,555,1350,2025-01-19 18:39:49
TXN-20240821-000145,12,42,567,3649,2024-08-21 03:48:55
TXN-20240228-000146,40,136,753,890,2024-02-28 04:46:29
TXN-20250711-000147,18,63,562,2155,2025-07-11 20:04:33
TXN-20240924-000148,4,15,169,100,2024-09-24 04:14:10
TXN-20240312-000149,29,97,68,77,2024-03-12 16:44:11
TXN-20250802-000150,5,16,106,3484,2025-08-02 23:45:47
TXN-20240219-000151,5,18,493,1493,2024-02-19 20:48:15
TXN-20250813-000152,9,29,602,3454,2025-08-13 09:54:25
TXN-20251104-000153,44,148,297,907,2025-11-04 04:34:19
TXN-20241112-000154,20,68,39,1957,2024-11-12 03:23:57
TXN-20250105-000155,29,99,656,3916,2025-01-05 17:29:42
TXN-20251129-000156,39,132,586,581,2025-11-29 13:43:59
TXN-20240119-000157,51,173,133,3954,2024-01-19 08:11:50
TXN-20240103-000158,3,9,336,693,2024-01-03 03:27:21
TXN-20250412-000159,15,50,165,133,2025-04-12 12:30:29
TXN-20240122-000160,60,206,550,3287,2024-01-22 10:12:54
TXN-20251013-000161,56,191,458,2204,2025-10-13 20:19:11
TXN-20240820-000162,30,103,761,1391,2024-08-20 10:21:04
TXN-20240306-000163,57,195,209,893,2024-03-06 10:47:55
TXN-20241224-000164,3,11,743,2387,2024-12-24 11:06:18
TXN-20240405-000165,33,111,364,2578,2024-04-05 01:23:03
TXN-20250314-000166,15,50,1,3213,2025-03-14 00:27:51
TXN-20240710-000167,12,41,381,764,2024-07-10 19:52:43
TXN-20240202-000168,63,214,158,2782,2024-02-02 03:30:11
TXN-20250917-000169,25,86,125,866,2025-09-17 14:47:08
TXN-20241011-000170,8,27,177,1583,2024-10-11 14:53:01
TXN-20250810-000171,10,35,36,3254,2025-08-10 21:07:47
TXN-20250625-000172,43,144,198,977,2025-06-25 05:34:30
TXN-20250625-000173,16,52,696,3243,2025-06-25 01:17:09
TXN-20250623-000174,29,97,259,2303,2025-06-23 10:32:26
TXN-20251024-000175,19,66,184,2383,2025-10-24 04:28:44
TXN-20250322-000176,40,136,758,101,2025-03-22 21:31:16
TXN-20240616-000177,41,140,378,2560,2024-06-16 20:30:19
TXN-20251123-000178,30,103,92,781,2025-11-23 23:06:31
TXN-20240824-000179,58,198,431,2671,2024-08-24 05:28:21
TXN-20240831-000180,21,72,547,763,2024-08-31 15:34:27
TXN-20241218-000181,25,85,43,772,2024-12-18 17:31:57
TXN-20241218-000182,60,206,351,3003,2024-12-18 11:21:39
TXN-20251029-000183,40,136,757,264,2025-10-29 03:33:27
TXN-20240216-000184,35,118,748,797,2024-02-16 04:32:08
TXN-20240218-000185,2,7,778,3965,2024-02-18 09:38:01
TXN-20240725-000186,59,200,619,3419,2024-07-25 02:50:48
TXN-20241108-000187,26,89,694,29,2024-11-08 12:21:20
TXN-20251101-000188,30,102,737,459,2025-11-01 02:56:44
TXN-20240827-000189,53,179,359,3596,2024-08-27 17:17:47
TXN-20240912-000190,47,161,506,2192,2024-09-12 01:14:39
TXN-20250428-000191,64,217,711,59,2025-04-28 05:49:13
TXN-20250627-000192,62,212,240,712,2025-06-27 18:35:42
TXN-20250613-000193,24,83,661,3912,2025-06-13 03:30:36
TXN-20250325-000194,20,67,132,176,2025-03-25 06:05:40
TXN-20251126-000195,50,170,64,265,2025-11-26 20:58:17
TXN-20240611-000196,33,112,556,431,2024-06-11 01:21:09
TXN-20250221-000197,29,97,607,1881,2025-02-21 00:55:20
TXN-20250226-000198,61,208,207,2860,2025-02-26 21:36:52
TXN-20250508-000199,35,119,187,1404,2025-05-08 16:29:20
TXN-20241115-000200,10,34,518,1195,2024-11-15 19:42:32
TXN-20240626-000201,16,55,776,2118,2024-06-26 22:29:42
TXN-20241025-000202,53,180,344,2413,2024-10-25 00:05:34
TXN-20241122-000203,2,7,642,1306,2024-11-22 04:22:24
TXN-20250529-000204,60,203,674,3474,2025-05-29 07:32:09
TXN-20250404-000205,6,19,658,1530,2025-04-04 13:16:08
TXN-20241215-000206,64,218,111,3213,2024-12-15 14:21:20
TXN-20250218-000207,37,124,94,2344,2025-02-18 00:14:28
TXN-20250118-000208,22,75,383,2842,2025-01-18 13:42:42
TXN-20240703-000209,50,171,255,1100,2024-07-03 15:12:57
TXN-20251222-000210,21,72,547,2491,2025-12-22 21:26:17
TXN-20241207-000211,40,137,770,1066,2024-12-07 03:50:01
TXN-20240617-000212,31,107,143,232,2024-06-17 05:45:31
TXN-20250326-000213,36,123,541,1354,2025-03-26 22:05:15
TXN-20250305-000214,8,27,573,860,2025-03-05 12:41:13
TXN-20250512-000215,37,124,283,1635,2025-05-12 16:34:54
TXN-20250505-000216,17,58,792,1569,2025-05-05 07:56:29
TXN-20240125-000217,40,136,758,2745,2024-01-25 05:56:35
TXN-20250131-000218,16,53,706,1592,2025-01-31 17:43:39
TXN-20250801-000219,62,212,601,951,2025-08-01 02:51:57
TXN-20250105-000220,59,200,720,565,2025-01-05 10:55:42
TXN-20240226-000221,21,72,676,1136,2024-02-26 16:36:57
TXN-20240201-000222,58,199,226,2290,2024-02-01 08:18:55
TXN-20240131-000223,59,200,732,1468,2024-01-31 03:52:14
TXN-20250505-000224,51,172,190,3126,2025-05-05 17:33:47
TXN-20240826-000225,57,196,53,1654,2024-08-26 08:14:42
TXN-20240915-000226,54,184,73,2499,2024-09-15 14:39:03
TXN-20240415-000227,32,109,396,1177,2024-04-15 04:48:15
TXN-20250627-000228,5,16,310,3540,2025-06-27 22:25:06
TXN-20241022-000229,32,109,396,107,2024-10-22 23:02:46
TXN-20241119-000230,22,74,357,367,2024-11-19 04:50:36
TXN-20240627-000231,54,183,538,3322,2024-06-27 17:29:23
TXN-20250718-000232,40,135,753,384,2025-07-18 09:44:54
TXN-20250228-000233,23,79,509,218,2025-02-28 10:14:36
TXN-20251015-000234,63,213,544,740,2025-10-15 14:51:09
TXN-20250708-000235,9,30,9,903,2025-07-08 10:12:38
TXN-20241207-000236,15,50,150,3389,2024-12-07 07:43:09
TXN-20250607-000237,55,186,248,2841,2025-06-07 03:04:56
TXN-20241120-000238,12,42,769,3012,2024-11-20 00:40:19
TXN-20250215-000239,45,151,300,244,2025-02-15 22:27:28
TXN-20250326-000240,45,154,300,2619,2025-03-26 05:39:46
TXN-20250714-000241,33,112,794,524,2025-07-14 00:35:52
TXN-20240128-000242,2,6,382,2384,2024-01-28 01:22:53
TXN-20241220-000243,43,146,372,2896,2024-12-20 13:55:44
TXN-20241023-000244,30,101,737,2378,2024-10-23 07:33:20
TXN-20250627-000245,46,158,482,1802,2025-06-27 06:48:05
TXN-20240313-000246,26,87,670,3498,2024-03-13 20:25:12
TXN-20251126-000247,54,183,538,1309,2025-11-26 13:43:58
TXN-20250512-000248,5,18,310,142,2025-05-12 12:25:48
TXN-20240620-000249,62,211,307,2515,2024-06-20 01:30:30
TXN-20240323-000250,31,104,143,1982,2024-03-23 19:42:44
TXN-20251015-000251,33,111,364,339,2025-10-15 14:17:00
TXN-20251218-000252,44,149,356,554,2025-12-18 00:54:28
TXN-20250519-000253,21,72,141,244,2025-05-19 10:44:53
TXN-20240125-000254,27,90,522,1548,2024-01-25 10:48:17
TXN-20240915-000255,28,94,303,1565,2024-09-15 10:13:21
TXN-20250628-000256,31,107,139,2165,2025-06-28 22:31:15
TXN-20250629-000257,4,14,400,2543,2025-06-29 01:41:33
TXN-20240122-000258,59,201,720,2428,2024-01-22 08:12:07
TXN-20241016-000259,28,96,348,2168,2024-10-16 19:39:30
TXN-20250711-000260,4,14,548,3350,2025-07-11 06:20:19
TXN-20240925-000261,51,173,411,1383,2024-09-25 16:15:46
TXN-20240524-000262,11,37,456,3498,2024-05-24 23:06:25
TXN-20240130-000263,29,99,259,3546,2024-01-30 19:48:34
TXN-20240825-000264,3,10,354,2876,2024-08-25 02:11:14
TXN-20250627-000265,52,175,15,2313,2025-06-27 03:26:59
TXN-20250622-000266,1,4,759,1682,2025-06-22 23:28:32
TXN-20251013-000267,40,136,758,785,2025-10-13 16:59:19
TXN-20240814-000268,63,215,289,3323,2024-08-14 20:50:44
TXN-20240118-000269,4,12,260,2771,2024-01-18 22:23:33
TXN-20251114-000270,13,45,595,2984,2025-11-14 22:58:48
TXN-20250601-000271,45,152,300,3295,2025-06-01 10:36:09
TXN-20250222-000272,12,41,567,2850,2025-02-22 14:28:34
TXN-20250618-000273,8,27,19,2617,2025-06-18 07:50:41
TXN-20250329-000274,8,28,478,2043,2025-03-29 22:24:40
TXN-20240122-000275,63,215,158,989,2024-01-22 22:28:22
TXN-20250910-000276,39,134,638,100,2025-09-10 23:14:35
TXN-20250324-000277,34,115,536,573,2025-03-24 17:21:32
TXN-20240915-000278,14,48,515,3993,2024-09-15 09:30:40
TXN-20250115-000279,10,36,17,1014,2025-01-15 23:55:20
TXN-20251002-000280,59,200,459,30,2025-10-02 00:50:15
TXN-20241101-000281,40,137,770,2121,2024-11-01 04:11:17
TXN-20250707-000282,26,88,634,1173,2025-07-07 06:25:29
TXN-20241227-000283,14,47,487,2868,2024-12-27 11:20:16
TXN-20251018-000284,38,131,172,2328,2025-10-18 02:53:40
TXN-20251215-000285,10,34,518,2007,2025-12-15 03:49:37
TXN-20240612-000286,25,84,646,2438,2024-06-12 06:03:53
TXN-20240509-000287,60,206,529,1319,2024-05-09 15:08:41
TXN-20250108-000288,6,19,797,34,2025-01-08 21:06:11
TXN-20251102-000289,62,212,298,3220,2025-11-02 22:49:56
TXN-20251225-000290,22,74,357,3577,2025-12-25 21:29:34
TXN-20251126-000291,9,29,709,11,2025-11-26 04:37:11
TXN-20240831-000292,28,95,349,3150,2024-08-31 11:09:14
TXN-20240902-000293,19,66,401,3851,2024-09-02 13:05:14
TXN-20250915-000294,28,96,349,3343,2025-09-15 03:32:52
TXN-20250802-000295,39,132,611,1917,2025-08-02 11:55:58
TXN-20250609-000296,16,55,706,663,2025-06-09 10:10:42
TXN-20250613-000297,23,78,341,2264,2025-06-13 14:29:04
TXN-20240122-000298,3,10,581,3286,2024-01-22 02:55:29
TXN-20240126-000299,48,164,543,2049,2024-01-26 19:55:27
TXN-20240710-000300,49,166,214,2883,2024-07-10 10:40:56
TXN-20250311-000301,18,62,495,3200,2025-03-11 01:50:34
TXN-20240515-000302,7,23,524,1801,2024-05-15 19:32:12
TXN-20240606-000303,34,115,45,2777,2024-06-06 05:42:43
TXN-20250528-000304,56,192,82,3813,2025-05-28 17:28:57
TXN-20250103-000305,42,142,791,2215,2025-01-03 00:53:27
TXN-20240222-000306,61,207,295,185,2024-02-22 01:57:25
TXN-20251012-000307,45,152,425,1088,2025-10-12 22:48:59
TXN-20250827-000308,14,46,648,428,2025-08-27 14:20:29
TXN-20251114-000309,20,68,100,2524,2025-11-14 22:22:29
TXN-20240222-000310,59,201,287,1553,2024-02-22 09:36:44
TXN-20250203-000311,27,92,795,1966,2025-02-03 18:48:55
TXN-20250925-000312,38,129,50,3234,2025-09-25 15:04:57
TXN-20251214-000313,54,183,185,1305,2025-12-14 17:50:37
TXN-20240623-000314,48,164,152,2624,2024-06-23 15:08:14
TXN-20240924-000315,14,46,247,3134,2024-09-24 11:56:03
TXN-20240702-000316,10,33,718,1570,2024-07-02 16:56:18
TXN-20240226-000317,26,87,576,2871,2024-02-26 05:36:06
TXN-20251008-000318,6,20,34,3200,2025-10-08 17:38:36
TXN-20250110-000319,49,166,128,2968,2025-01-10 14:29:37
TXN-20240331-000320,20,67,268,2954,2024-03-31 09:47:36
TXN-20250201-000321,40,137,758,695,2025-02-01 01:52:02
TXN-20250219-000322,47,159,119,3129,2025-02-19 02:47:54
TXN-20250101-000323,29,97,441,1500,2025-01-01 14:37:50
TXN-20250202-000324,57,195,325,3237,2025-02-02 21:06:41
TXN-20240914-000325,1,3,67,1246,2024-09-14 16:36:02
TXN-20251229-000326,51,174,542,3545,2025-12-29 04:50:41
TXN-20250315-000327,9,29,9,3386,2025-03-15 20:31:25
TXN-20240220-000328,12,41,567,603,2024-02-20 05:36:23
TXN-20240519-000329,17,58,274,1221,2024-05-19 05:18:09
TXN-20240714-000330,8,26,5,396,2024-07-14 04:42:42
TXN-20240826-000331,63,215,33,2926,2024-08-26 12:13:14
TXN-20250119-000332,36,122,680,3277,2025-01-19 10:24:30
TXN-20241008-000333,47,159,379,284,2024-10-08 00:07:35
TXN-20241208-000334,25,84,783,3972,2024-12-08 15:24:12
TXN-20250712-000335,38,130,258,2739,2025-07-12 20:49:57
TXN-20240619-000336,20,67,265,1771,2024-06-19 21:37:37
TXN-20241129-000337,11,37,526,3846,2024-11-29 06:25:47
TXN-20241102-000338,6,21,113,1139,2024-11-02 02:42:33
TXN-20240820-000339,4,13,548,2893,2024-08-20 23:27:05
TXN-20240720-000340,36,121,541,3782,2024-07-20 12:27:07
TXN-20250105-000341,35,119,748,1976,2025-01-05 20:46:01
TXN-20240105-000342,25,84,21,1975,2024-01-05 20:22:22
TXN-20250926-000343,37,127,559,689,2025-09-26 03:34:01
TXN-20240522-000344,49,166,528,3435,2024-05-22 16:40:40
TXN-20251031-000345,48,163,543,729,2025-10-31 11:02:31
TXN-20240930-000346,32,108,429,3365,2024-09-30 06:12:31
TXN-20240301-000347,9,31,403,1223,2024-03-01 07:33:50
TXN-20240910-000348,9,31,693,2186,2024-09-10 23:41:08
TXN-20241015-000349,56,191,458,1190,2024-10-15 05:56:47
TXN-20240110-000350,18,62,495,2146,2024-01-10 13:32:28
TXN-20250821-000351,3,8,354,1050,2025-08-21 02:31:59
TXN-20240928-000352,3,11,354,232,2024-09-28 03:06:59
TXN-20240130-000353,36,123,432,308,2024-01-30 12:40:15
TXN-20250316-000354,50,170,64,3158,2025-03-16 16:11:50
TXN-20240608-000355,59,201,42,2807,2024-06-08 02:22:04
TXN-20240408-000356,56,190,491,3466,2024-04-08 09:19:21
TXN-20251215-000357,42,141,484,1044,2025-12-15 18:09:52
TXN-20250325-000358,10,34,36,29,2025-03-25 05:16:49
TXN-20250916-000359,56,192,46,3030,2025-09-16 15:36:06
TXN-20240301-000360,13,45,477,3165,2024-03-01 00:56:13
TXN-20251228-000361,40,137,753,1374,2025-12-28 21:31:24
TXN-20250323-000362,56,192,458,3441,2025-03-23 10:08:18
TXN-20250924-000363,55,189,248,2039,2025-09-24 18:48:38
TXN-20250916-000364,18,62,191,2062,2025-09-16 08:07:20
TXN-20251228-000365,56,191,48,3395,2025-12-28 14:06:14
TXN-20250823-000366,52,175,710,3896,2025-08-23 15:24:38
TXN-20240822-000367,53,179,691,1710,2024-08-22 07:31:43
TXN-20251023-000368,44,149,273,2156,2025-10-23 00:57:54
TXN-20250317-000369,5,17,533,3651,2025-03-17 10:44:25
TXN-20251216-000370,51,172,411,53,2025-12-16 06:33:20
TXN-20240926-000371,27,93,426,2138,2024-09-26 22:12:22
TXN-20250321-000372,12,40,592,1959,2025-03-21 15:58:45
TXN-20251022-000373,14,47,515,1452,2025-10-22 04:48:57
TXN-20240727-000374,51,173,411,3496,2024-07-27 11:49:57
TXN-20240401-000375,4,13,400,2211,2024-04-01 00:04:39
TXN-20240409-000376,20,67,265,3714,2024-04-09 14:44:46
TXN-20240327-000377,46,155,249,1633,2024-03-27 20:28:48
TXN-20250827-000378,7,24,417,3212,2025-08-27 10:31:10
TXN-20250125-000379,44,149,273,694,2025-01-25 00:42:13
TXN-20240715-000380,52,177,397,3481,2024-07-15 21:17:55
TXN-20251016-000381,38,131,234,346,2025-10-16 11:03:30
TXN-20241203-000382,5,18,106,2098,2024-12-03 15:57:36
TXN-20240117-000383,33,111,750,2345,2024-01-17 00:28:27
TXN-20240612-000384,52,175,640,285,2024-06-12 04:03:16
TXN-20251223-000385,58,199,534,656,2025-12-23 11:18:09
TXN-20251220-000386,28,96,322,1027,2025-12-20 23:15:04
TXN-20250911-000387,38,131,50,563,2025-09-11 14:43:29
TXN-20241025-000388,14,48,58,3261,2024-10-25 19:10:56
TXN-20250624-000389,41,138,254,2483,2025-06-24 05:25:25
TXN-20250413-000390,40,135,758,97,2025-04-13 11:13:57
TXN-20250402-000391,8,27,478,1753,2025-04-02 16:15:18
TXN-20240916-000392,9,31,211,3982,2024-09-16 17:10:34
TXN-20241008-000393,54,185,81,2627,2024-10-08 18:30:24
TXN-20250204-000394,50,169,443,3566,2025-02-04 01:04:24
TXN-20250825-000395,4,12,121,3381,2025-08-25 05:38:47
TXN-20250504-000396,32,110,687,1941,2025-05-04 17:25:23
TXN-20240107-000397,25,85,199,2699,2024-01-07 04:38:59
TXN-20251121-000398,59,201,321,1397,2025-11-21 09:24:36
TXN-20251103-000399,46,157,193,1636,2025-11-03 10:51:51
TXN-20251225-000400,46,156,492,2710,2025-12-25 00:24:24
TXN-20240902-000401,22,76,109,1117,2024-09-02 18:37:15
TXN-20241114-000402,60,204,786,1303,2024-11-14 09:50:30
TXN-20251103-000403,52,176,575,3843,2025-11-03 06:20:19
TXN-20241215-000404,25,85,646,349,2024-12-15 14:48:18
TXN-20240328-000405,28,95,348,3461,2024-03-28 08:32:22
TXN-20251121-000406,16,55,123,1273,2025-11-21 14:27:30
TXN-20250218-000407,24,81,264,2024,2025-02-18 23:44:52
TXN-20240625-000408,59,202,593,2834,2024-06-25 07:00:02
TXN-20241118-000409,13,43,566,3588,2024-11-18 18:51:21
TXN-20250204-000410,26,87,386,399,2025-02-04 10:50:24
TXN-20251212-000411,29,98,259,996,2025-12-12 06:21:55
TXN-20240826-000412,46,158,280,174,2024-08-26 03:28:10
TXN-20250201-000413,28,95,303,1520,2025-02-01 07:01:33
TXN-20240717-000414,15,49,167,3813,2024-07-17 04:48:59
TXN-20240523-000415,38,129,258,2498,2024-05-23 02:46:49
TXN-20251007-000416,28,96,690,3243,2025-10-07 12:25:21
TXN-20240501-000417,27,93,52,3584,2024-05-01 03:26:13
TXN-20240211-000418,25,86,725,3606,2024-02-11 03:49:03
TXN-20251005-000419,56,192,46,2962,2025-10-05 14:08:08
TXN-20241007-000420,26,87,774,3561,2024-10-07 07:41:25
TXN-20240420-000421,17,56,435,2439,2024-04-20 21:42:40
TXN-20241105-000422,17,56,274,2351,2024-11-05 19:44:05
TXN-20251001-000423,28,96,338,74,2025-10-01 14:01:02
TXN-20250820-000424,27,91,26,13,2025-08-20 15:04:30
TXN-20241218-000425,4,14,169,734,2024-12-18 15:43:49
