Line_ID,Transaction_ID,Product_ID,Promotion_ID,Quantity,Unit_Price
99,TXN-20250830-000038,170,97,3,34.44
100,TXN-20250228-000039,573,57,1,32.97
101,TXN-20250228-000039,40,106,1,
102,TXN-20250228-000039,173,45,1,150.9
103,TXN-20250115-000040,109,51,3,33.26
104,TXN-20250115-000040,388,47,1,102.15
105,TXN-20250115-000040,156,118,4,164.37
106,TXN-20250130-000041,369,43,2,145.36
107,TXN-20240303-000042,335,98,3,4.61
108,TXN-20240119-000043,475,110,2,144.82
109,TXN-20240119-000043,573,99,4,40.95
110,TXN-20240430-000044,5,64,4,46.78
111,TXN-20240430-000044,300,118,3,137.28
112,TXN-20240430-000044,247,91,2,77.89
113,TXN-20240430-000044,6,23,3,107.52
114,TXN-20240102-000045,509,67,1,49.91
115,TXN-20240102-000045,251,96,4,59.07
116,TXN-20240102-000045,6,108,3,102.88
117,TXN-20240905-000046,16,62,2,128.13
118,TXN-20240905-000046,591,53,1,76.5
119,TXN-20240711-000047,49,96,3,155.62
120,TXN-20240711-000047,52,64,1,92.21
121,TXN-20240711-000047,336,56,4,63.67
122,TXN-20240703-000048,392,59,2,35.23
123,TXN-20240703-000048,334,39,1,27.43
124,TXN-20250114-000049,370,42,1,131.75
125,TXN-20250114-000049,58,15,1,82.61
126,TXN-20250114-000049,259,97,4,57.6
127,TXN-20250114-000049,449,120,4,162.55
128,TXN-20240505-000050,124,,3,43.94
129,TXN-20240505-000050,368,8,1,31.4
130,TXN-20240505-000050,131,114,1,104.63
131,TXN-20240505-000050,4,113,4,144.98
132,TXN-20241205-000051,218,14,2,127.37
133,TXN-20241205-000051,485,13,4,6.59
134,TXN-20241205-000051,392,60,3,34.6
135,TXN-20240603-000052,209,1,1,84.46
136,TXN-20240603-000052,376,98,4,41.88
137,TXN-20241104-000053,211,12,3,30.66
138,TXN-20241104-000053,321,109,1,83.43
139,TXN-20240713-000054,438,19,3,80.69
140,TXN-20240713-000054,87,118,3,138.78
141,TXN-20241013-000055,566,91,1,14.5
142,TXN-20241013-000055,557,112,3,171.69
143,TXN-20241013-000055,301,96,4,
144,TXN-20241013-000055,111,69,4,141.57
145,TXN-20251120-000056,9,100,3,112.87
146,TXN-20250614-000057,246,44,1,130.56
147,TXN-20250614-000057,5,73,2,45.88
148,TXN-20250614-000057,158,,4,22.11
149,TXN-20250713-000058,440,98,3,57.69
150,TXN-20250713-000058,512,89,2,29.38
151,TXN-20250713-000058,165,88,4,92.02
152,TXN-20250713-000058,519,20,4,55.72
153,TXN-20250512-000059,569,108,2,142.97
154,TXN-20250512-000059,45,72,4,90.82
155,TXN-20250512-000059,595,58,2,96
156,TXN-20250620-000060,4,46,4,170.84
157,TXN-20251026-000061,434,43,4,114.24
158,TXN-20250825-000062,168,81,3,37.67
159,TXN-20250825-000062,273,113,4,88.42
160,TXN-20240317-000063,161,73,3,116.07
161,TXN-20240317-000063,468,10,4,101.05
162,TXN-20240317-000063,43,28,1,129.77
163,TXN-20250627-000064,46,63,3,74.17
164,TXN-20250627-000064,253,110,2,33.06
165,TXN-20250627-000064,326,53,4,
166,TXN-20240412-000065,517,49,1,131.29
167,TXN-20251017-000066,488,,3,143.89
168,TXN-20251017-000066,544,,4,11.96
169,TXN-20251017-000066,217,113,4,104.15
170,TXN-20251017-000066,343,11,2,48.96
171,TXN-20250622-000067,295,117,1,48.98
172,TXN-20250622-000067,328,76,4,140.59
173,TXN-20240320-000068,123,44,4,60.98
174,TXN-20240320-000068,141,72,3,76.57
175,TXN-20240320-000068,283,101,3,67.41
176,TXN-20250405-000069,40,73,3,26.27
177,TXN-20250405-000069,490,,4,18.02
178,TXN-20250405-000069,541,112,3,
179,TXN-20240114-000070,460,44,3,105.81
180,TXN-20240114-000070,143,84,1,114.3
181,TXN-20250313-000071,324,33,3,115.35
182,TXN-20250313-000071,154,95,3,38.74
183,TXN-20250313-000071,433,73,4,107.5
184,TXN-20240614-000072,431,,4,133.11
185,TXN-20240614-000072,444,94,1,110.68
186,TXN-20240614-000072,267,15,1,76.24
187,TXN-20240614-000072,449,80,2,157.44
188,TXN-20240726-000073,538,40,4,26.81
189,TXN-20240726-000073,259,89,4,68.24
190,TXN-20240726-000073,432,109,2,155.04
191,TXN-20250104-000074,276,34,1,127.41
192,TXN-20250104-000074,206,5,4,110.57
193,TXN-20240529-000075,375,,1,87.67
194,TXN-20240529-000075,54,49,1,92.36
195,TXN-20240207-000076,78,,3,57.63
196,TXN-20240207-000076,581,71,1,119.79
197,TXN-20240207-000076,109,101,4,36.13
198,TXN-20241114-000077,99,106,4,64.51
199,TXN-20250517-000078,161,35,1,146.41
200,TXN-20250517-000078,186,81,2,86.76
201,TXN-20250517-000078,564,100,4,
202,TXN-20250517-000078,203,117,1,86.17
203,TXN-20250210-000079,410,52,1,99.59
204,TXN-20250210-000079,61,3,4,66.62
205,TXN-20250210-000079,121,80,4,36.11
206,TXN-20250101-000080,417,120,3,10.15
207,TXN-20250101-000080,470,27,4,6.99
208,TXN-20250101-000080,252,77,3,23
209,TXN-20250101-000080,314,112,4,79.99
210,TXN-20241123-000081,503,47,3,32.35
211,TXN-20241123-000081,16,84,2,128.86
212,TXN-20250716-000082,352,110,3,93.74
213,TXN-20250716-000082,575,67,4,151.86
214,TXN-20250716-000082,192,3,1,56.9
215,TXN-20250626-000083,51,115,1,31.07
216,TXN-20250626-000083,281,79,2,29.74
217,TXN-20250626-000083,253,58,2,36.6
218,TXN-20251020-000084,149,53,3,41.34
219,TXN-20251020-000084,538,112,4,33.74
220,TXN-20241016-000085,484,76,4,48.3
221,TXN-20241016-000085,403,56,3,96.8
222,TXN-20251108-000086,11,109,4,128.57
223,TXN-20250809-000087,299,16,2,147.34
224,TXN-20250809-000087,593,76,2,72.52
225,TXN-20250809-000087,266,59,2,14.52
226,TXN-20241223-000088,52,70,2,77.75
227,TXN-20241223-000088,74,41,1,80.32
228,TXN-20240331-000089,542,81,,23.14
229,TXN-20240331-000089,360,9,4,82.85
230,TXN-20240331-000089,151,112,2,77.3
231,TXN-20250423-000090,21,22,4,167.84
232,TXN-20250423-000090,73,73,2,46.34
233,TXN-20250423-000090,300,52,2,114.25
234,TXN-20250428-000091,127,4,2,96.08
235,TXN-20250428-000091,104,34,1,119.42
236,TXN-20250428-000091,156,60,1,168.45
237,TXN-20250428-000091,81,93,3,60.87
238,TXN-20240810-000092,467,42,1,87.59
239,TXN-20240810-000092,29,42,4,108.06
240,TXN-20240810-000092,21,44,4,171.29
241,TXN-20240702-000093,208,52,2,40.44
242,TXN-20240702-000093,157,58,1,128.05
243,TXN-20240702-000093,538,57,1,27.81
244,TXN-20251018-000094,530,37,4,7.19
245,TXN-20251018-000094,167,74,2,31.76
246,TXN-20240421-000095,284,81,3,17.38
247,TXN-20240421-000095,559,112,2,156.54
248,TXN-20250805-000096,410,,2,122.36
249,TXN-20250805-000096,104,40,4,142.71
250,TXN-20250805-000096,108,68,3,28.97
251,TXN-20241017-000097,557,41,4,170.2
252,TXN-20241017-000097,340,21,2,46.71
253,TXN-20241017-000097,73,94,4,46.13
254,TXN-20241017-000097,234,22,1,77.19
255,TXN-20250127-000098,434,43,1,146.42
256,TXN-20250127-000098,370,97,1,124.72
257,TXN-20250127-000098,21,16,1,164.9
258,TXN-20251109-000099,366,,4,47.51
259,TXN-20251109-000099,360,115,1,89.93
260,TXN-20251109-000099,334,78,2,27.98
261,TXN-20250920-000100,221,44,4,11.8
262,TXN-20250920-000100,214,54,2,23.85
263,TXN-20250129-000101,528,6,4,25.75
264,TXN-20250129-000101,79,28,3,57.74
265,TXN-20251103-000102,457,34,2,16.69
266,TXN-20251103-000102,307,29,3,117.33
267,TXN-20251106-000103,589,28,4,95.95
268,TXN-20251106-000103,208,68,3,35.47
269,TXN-20251111-000104,462,47,2,68.58
270,TXN-20251111-000104,541,51,3,101.66
271,TXN-20251111-000104,61,109,3,65.25
272,TXN-20240501-000105,92,,4,49.92
273,TXN-20240501-000105,489,30,3,68.83
274,TXN-20240501-000105,285,116,3,36.29
275,TXN-20240501-000105,80,88,4,50.03
276,TXN-20240110-000106,56,,3,140.93
277,TXN-20240110-000106,84,45,1,148.03
278,TXN-20240110-000106,381,83,3,73.07
279,TXN-20251019-000107,469,70,2,70.07
280,TXN-20251019-000107,489,5,4,76.42
281,TXN-20250616-000108,156,73,2,137.56
282,TXN-20250616-000108,305,18,4,141.48
283,TXN-20250616-000108,121,76,3,43.22
284,TXN-20250119-000109,474,96,2,157.17
285,TXN-20250119-000109,13,107,3,127.15
286,TXN-20240101-000110,72,20,4,3.91
287,TXN-20240101-000110,64,106,4,128.86
288,TXN-20240101-000110,58,102,4,80.61
289,TXN-20250210-000111,444,68,4,109.21
290,TXN-20250416-000112,481,81,4,43.97
291,TXN-20250416-000112,208,120,1,42.41
292,TXN-20250416-000112,292,67,4,67.41
293,TXN-20250417-000113,71,105,2,8.76
294,TXN-20250417-000113,524,80,2,34.66
295,TXN-20250417-000113,502,52,3,65.37
296,TXN-20241222-000114,544,50,4,11.36
297,TXN-20241222-000114,182,112,4,93.4
298,TXN-20240206-000115,67,99,3,139.91
299,TXN-20240206-000115,341,98,3,85.36
300,TXN-20240206-000115,200,104,2,44.05
301,TXN-20241201-000116,535,63,1,80.58
302,TXN-20241201-000116,164,91,2,116.96
303,TXN-20240902-000117,334,80,1,28.42
304,TXN-20250117-000118,242,5,4,152.31
305,TXN-20250117-000118,229,101,1,110.23
306,TXN-20240317-000119,595,110,1,88.18
307,TXN-20240317-000119,451,88,1,129.06
308,TXN-20241221-000120,101,111,2,108.91
309,TXN-20240405-000121,165,63,4,105.21
310,TXN-20240405-000121,56,103,1,157.88
311,TXN-20240405-000121,437,100,1,80.01
312,TXN-20240405-000121,536,101,1,162.34
313,TXN-20251016-000122,399,92,1,67.57
314,TXN-20251016-000122,478,30,2,93.69
315,TXN-20251016-000122,168,105,1,40.49
316,TXN-20251016-000122,481,,1,43.34
317,TXN-20240606-000123,12,56,3,67.6
318,TXN-20240606-000123,497,17,3,83.43
319,TXN-20240606-000123,292,2,1,59.39
320,TXN-20240606-000123,203,90,1,82.88
321,TXN-20250826-000124,183,73,2,124.34
322,TXN-20250826-000124,312,77,4,
323,TXN-20250826-000124,103,102,3,135.06
324,TXN-20240318-000125,85,105,1,56.28
325,TXN-20240318-000125,414,114,2,3.58
326,TXN-20240318-000125,138,91,2,56.36
327,TXN-20240226-000126,314,17,2,82.01
328,TXN-20240226-000126,241,28,3,38.04
329,TXN-20250705-000127,536,35,1,130.01
330,TXN-20241010-000128,380,64,1,67.86
331,TXN-20241010-000128,372,26,3,51.4
332,TXN-20241010-000128,161,,2,129.91
333,TXN-20240430-000129,171,120,3,102.75
334,TXN-20240430-000129,226,27,2,124.19
335,TXN-20241223-000130,443,16,3,117.09
336,TXN-20241223-000130,565,108,1,56.99
337,TXN-20241223-000130,229,48,3,85.72
338,TXN-20250619-000131,313,32,2,5.17
339,TXN-20250619-000131,43,64,4,141.78
340,TXN-20250619-000131,164,89,4,94.43
341,TXN-20250619-000131,356,68,4,111.63
342,TXN-20240124-000132,162,116,3,94.28
343,TXN-20240124-000132,475,62,2,128.08
344,TXN-20240124-000132,62,12,3,137.9
345,TXN-20240124-000132,140,20,4,84.07
346,TXN-20240121-000133,203,52,2,89.54
347,TXN-20240407-000134,455,91,4,16.23
348,TXN-20240407-000134,389,57,4,62.99
349,TXN-20240407-000134,92,70,2,57.64
350,TXN-20240407-000134,551,,4,46.94
351,TXN-20250706-000135,78,78,2,59.22
352,TXN-20250706-000135,229,37,4,107.93
353,TXN-20250706-000135,464,92,3,90.34
354,TXN-20241022-000136,336,16,4,60.34
355,TXN-20251103-000137,418,97,3,70.91
356,TXN-20251103-000137,135,61,4,113.89
357,TXN-20251103-000137,59,81,4,49.37
358,TXN-20250806-000138,208,,3,
359,TXN-20250806-000138,394,14,2,54.36
360,TXN-20250806-000138,145,119,1,33.24
361,TXN-20240708-000139,508,26,1,24.9
362,TXN-20240708-000139,432,41,2,158.13
363,TXN-20240708-000139,386,78,3,
364,TXN-20240205-000140,308,35,1,20.07
365,TXN-20240205-000140,173,115,1,148.56
366,TXN-20240403-000141,290,21,2,36.54
367,TXN-20240403-000141,410,119,1,106.08
368,TXN-20241207-000142,294,29,3,58.73
369,TXN-20241207-000142,215,9,4,60.51
370,TXN-20241207-000142,204,96,2,122.57
371,TXN-20250726-000143,75,59,1,60.46
372,TXN-20250726-000143,57,109,3,85.91
373,TXN-20250726-000143,305,70,2,114.62
374,TXN-20250119-000144,268,10,2,74.32
375,TXN-20250119-000144,570,62,1,78.14
376,TXN-20250119-000144,484,71,3,53.45
377,TXN-20240821-000145,396,51,3,80.87
378,TXN-20240228-000146,110,62,2,36.15
379,TXN-20240228-000146,117,,4,98.36
380,TXN-20240228-000146,316,106,2,62.87
381,TXN-20250711-000147,82,16,3,27.47
382,TXN-20240924-000148,134,45,4,120.33
383,TXN-20240924-000148,92,39,1,43.51
384,TXN-20240312-000149,186,45,3,79.6
385,TXN-20240312-000149,174,78,2,94.19
386,TXN-20240312-000149,19,52,1,12.69
387,TXN-20250802-000150,94,105,3,36.92
388,TXN-20250802-000150,284,5,4,20.22
389,TXN-20250802-000150,242,54,4,116.08
390,TXN-20250802-000150,508,15,2,25.86
391,TXN-20240219-000151,8,109,4,18.1
392,TXN-20240219-000151,210,117,3,17.38
393,TXN-20240219-000151,212,117,3,105.75
394,TXN-20240219-000151,412,36,2,90.52
395,TXN-20250813-000152,123,107,4,53.93
396,TXN-20250813-000152,372,116,1,51.46
397,TXN-20251104-000153,406,105,4,110.44
398,TXN-20241112-000154,207,82,3,11.34
399,TXN-20241112-000154,430,25,4,78.23
400,TXN-20241112-000154,577,44,1,47.01
401,TXN-20250105-000155,227,106,1,37.94
402,TXN-20250105-000155,517,,1,142.03
403,TXN-20251129-000156,45,50,1,111.32
404,TXN-20251129-000156,532,29,2,6.6
405,TXN-20240119-000157,380,81,3,74.2
406,TXN-20240119-000157,298,31,4,89.49
407,TXN-20240119-000157,166,8,1,53.12
408,TXN-20240103-000158,357,65,1,63.68
409,TXN-20240103-000158,8,102,4,18.14
410,TXN-20250412-000159,593,110,2,80.18
411,TXN-20240122-000160,401,81,2,158.18
412,TXN-20240122-000160,528,88,3,30.98
413,TXN-20251013-000161,512,108,2,26.1
414,TXN-20251013-000161,4,116,3,171.1
415,TXN-20251013-000161,570,,4,78.51
416,TXN-20240820-000162,303,95,1,18.55
417,TXN-20240820-000162,147,111,4,94.69
418,TXN-20240306-000163,378,66,3,91.55
419,TXN-20240306-000163,53,74,1,82.08
420,TXN-20241224-000164,323,27,4,164.72
421,TXN-20241224-000164,139,70,4,106.3
422,TXN-20240405-000165,26,2,2,94.2
423,TXN-20240405-000165,535,50,1,80.26
424,TXN-20240405-000165,305,102,4,114.41
425,TXN-20240405-000165,203,32,4,74.03
426,TXN-20250314-000166,372,111,2,45.05
427,TXN-20250314-000166,208,90,1,37.62
428,TXN-20240710-000167,590,3,3,107.42
429,TXN-20240202-000168,460,65,1,104.09
430,TXN-20240202-000168,275,52,2,23.13
431,TXN-20250917-000169,106,117,1,82.09
432,TXN-20250917-000169,557,49,2,163.48
433,TXN-20250917-000169,363,12,4,92.34
434,TXN-20241011-000170,492,66,4,23.68
435,TXN-20241011-000170,365,110,4,27.93
436,TXN-20241011-000170,49,2,3,155.64
437,TXN-20250810-000171,365,107,4,34.21
438,TXN-20250810-000171,595,10,2,102.41
439,TXN-20250810-000171,9,75,2,125.93
440,TXN-20250625-000172,342,18,2,65.02
441,TXN-20250625-000172,555,67,4,41.95
442,TXN-20250625-000173,191,93,2,61.97
443,TXN-20250625-000173,44,119,3,74.83
444,TXN-20250625-000173,444,,4,114.98
445,TXN-20250623-000174,442,46,4,51.91
446,TXN-20251024-000175,337,107,1,23.98
447,TXN-20251024-000175,104,40,4,113.89
448,TXN-20251024-000175,497,92,3,89.51
449,TXN-20250322-000176,120,53,3,94.03
450,TXN-20250322-000176,445,77,4,83.85
451,TXN-20250322-000176,313,83,2,4.46
452,TXN-20250322-000176,326,49,3,49.43
453,TXN-20240616-000177,419,55,2,33.31
454,TXN-20240616-000177,224,116,2,83.72
455,TXN-20251123-000178,585,46,1,114.47
456,TXN-20251123-000178,329,28,1,75.14
457,TXN-20251123-000178,65,,2,19.37
458,TXN-20240824-000179,520,83,4,16.63
459,TXN-20240824-000179,561,90,1,36.5
460,TXN-20240824-000179,442,98,1,58.93
461,TXN-20240824-000179,89,,1,59.09
462,TXN-20240831-000180,453,22,3,145.14
463,TXN-20240831-000180,474,3,2,144.79
464,TXN-20240831-000180,224,28,,74.47
465,TXN-20241218-000181,448,3,2,111.97
466,TXN-20241218-000181,112,113,3,119.73
467,TXN-20241218-000181,175,27,1,37.69
468,TXN-20241218-000182,332,48,3,52.36
469,TXN-20251029-000183,525,46,3,22.66
470,TXN-20251029-000183,413,87,2,151.24
471,TXN-20251029-000183,20,77,1,117.02
472,TXN-20240216-000184,375,108,4,84.3
473,TXN-20240216-000184,107,50,4,140.58
474,TXN-20240218-000185,521,80,1,105.6
475,TXN-20240218-000185,133,46,3,121.4
476,TXN-20240218-000185,190,54,2,77.11
477,TXN-20240218-000185,211,,3,31.32
478,TXN-20240725-000186,200,19,1,45.76
479,TXN-20240725-000186,463,70,2,81.75
480,TXN-20241108-000187,235,77,1,118.17
481,TXN-20251101-000188,502,18,4,57.32
482,TXN-20251101-000188,489,119,2,68.48
483,TXN-20240827-000189,166,94,4,65.33
484,TXN-20240827-000189,572,41,1,144.88
485,TXN-20240827-000189,354,18,2,101.75
486,TXN-20240912-000190,91,3,2,77.45
487,TXN-20240912-000190,418,26,1,70.43
488,TXN-20240912-000190,516,87,3,122.42
489,TXN-20240912-000190,485,14,4,6.07
490,TXN-20250428-000191,257,83,1,
491,TXN-20250428-000191,32,48,2,144.75
492,TXN-20250627-000192,455,64,2,14.89
493,TXN-20250627-000192,337,2,2,24.58
494,TXN-20250627-000192,570,96,2,101.07
495,TXN-20250613-000193,586,35,3,110.28
496,TXN-20250613-000193,251,88,4,62.88
497,TXN-20250325-000194,524,81,4,35.59
498,TXN-20250325-000194,88,108,3,24.55
499,TXN-20250325-000194,164,99,2,118.32
500,TXN-20251126-000195,504,30,1,107.36
501,TXN-20251126-000195,80,,2,46.82
502,TXN-20240611-000196,207,65,4,9.95
503,TXN-20240611-000196,458,46,3,91.1
504,TXN-20240611-000196,191,64,2,62.09
505,TXN-20240611-000196,570,56,4,94.37
506,TXN-20250221-000197,193,85,3,47.7
507,TXN-20250221-000197,246,105,4,126.85
508,TXN-20250221-000197,597,93,1,150.22
509,TXN-20250226-000198,225,85,4,87.46
510,TXN-20250226-000198,250,101,2,108.16
511,TXN-20250226-000198,381,110,4,80
512,TXN-20250508-000199,508,83,3,23.65
513,TXN-20250508-000199,284,47,3,19.6
514,TXN-20241115-000200,171,108,2,122.61
515,TXN-20241115-000200,387,29,1,63.86
516,TXN-20241115-000200,274,39,3,44.84
517,TXN-20241115-000200,400,14,4,147.74
518,TXN-20240626-000201,569,92,1,174.76
519,TXN-20240626-000201,112,51,1,137.06
520,TXN-20241025-000202,521,57,1,93.01
521,TXN-20241025-000202,262,50,1,109.17
522,TXN-20241122-000203,424,70,1,17.9
523,TXN-20250529-000204,212,74,1,113
524,TXN-20250529-000204,312,55,1,57.55
525,TXN-20250529-000204,376,110,3,41.65
526,TXN-20250404-000205,487,22,3,78.11
527,TXN-20250404-000205,153,82,1,78.18
528,TXN-20241215-000206,346,61,3,52.32
529,TXN-20250218-000207,442,47,4,57.36
530,TXN-20250218-000207,69,5,3,78.36
531,TXN-20250218-000207,452,97,4,150.84
532,TXN-20250118-000208,94,24,1,40.47
533,TXN-20250118-000208,397,37,4,124.15
534,TXN-20250118-000208,371,,3,40.66
535,TXN-20240703-000209,200,64,2,50.38
536,TXN-20251222-000210,410,64,4,121.83
537,TXN-20251222-000210,119,61,4,143.42
538,TXN-20251222-000210,570,32,1,83.82
539,TXN-20251222-000210,21,23,2,148.92
540,TXN-20241207-000211,400,107,1,158.6
541,TXN-20240617-000212,214,83,1,23.02
542,TXN-20240617-000212,299,115,3,131.1
543,TXN-20240617-000212,72,20,2,3.83
544,TXN-20250326-000213,32,38,1,140.22
545,TXN-20250326-000213,411,104,4,145.27
546,TXN-20250326-000213,571,26,4,69.61
547,TXN-20250305-000214,540,4,2,99.13
548,TXN-20250305-000214,380,1,1,83.8
549,TXN-20250512-000215,389,97,4,70.73
550,TXN-20250512-000215,594,87,2,116.05
551,TXN-20250505-000216,432,94,4,144.19
552,TXN-20250505-000216,463,,1,82.74
553,TXN-20240125-000217,285,113,3,34.05
554,TXN-20240125-000217,542,70,2,24.2
555,TXN-20240125-000217,458,117,4,92.86
556,TXN-20250131-000218,560,72,4,59.83
557,TXN-20250131-000218,598,,4,135.34
558,TXN-20250801-000219,305,25,1,133.15
559,TXN-20250801-000219,332,110,1,51.7
560,TXN-20250801-000219,293,96,1,16.33
561,TXN-20250801-000219,299,18,3,141.34
562,TXN-20250105-000220,155,3,4,152.38
563,TXN-20250105-000220,63,100,3,6.94
564,TXN-20240226-000221,93,114,2,146.83
565,TXN-20240226-000221,259,25,4,71.02
566,TXN-20240201-000222,536,,1,153.31
567,TXN-20240201-000222,574,56,3,22.55
568,TXN-20240131-000223,221,45,2,12.27
569,TXN-20240131-000223,463,33,4,80.19
570,TXN-20250505-000224,413,88,2,148.32
571,TXN-20240826-000225,402,10,2,167.32
572,TXN-20240826-000225,248,13,1,55.52
573,TXN-20240826-000225,420,99,2,
574,TXN-20240915-000226,284,94,4,19.31
575,TXN-20240915-000226,321,29,2,79.37
576,TXN-20240415-000227,477,110,4,10.97
577,TXN-20250627-000228,261,112,2,124.73
578,TXN-20250627-000228,25,40,2,12.31
579,TXN-20241022-000229,538,71,4,30.92
580,TXN-20241022-000229,41,71,1,86.01
581,TXN-20241119-000230,15,10,3,148.64
582,TXN-20241119-000230,321,83,4,77.8
583,TXN-20241119-000230,274,61,2,51.67
584,TXN-20240627-000231,585,23,2,130.92
585,TXN-20240627-000231,245,102,3,104.37
586,TXN-20250718-000232,329,43,4,64.99
587,TXN-20250718-000232,86,86,4,112.7
588,TXN-20250228-000233,219,3,1,120.08
589,TXN-20251015-000234,144,49,2,30.1
590,TXN-20251015-000234,379,90,3,68.34
591,TXN-20250708-000235,422,50,4,41.44
592,TXN-20250708-000235,267,4,3,86.81
593,TXN-20250708-000235,526,60,2,101.21
594,TXN-20241207-000236,269,86,2,20.29
595,TXN-20241207-000236,441,63,2,63.05
596,TXN-20250607-000237,255,53,3,69.95
597,TXN-20250607-000237,342,92,1,70.07
598,TXN-20250607-000237,264,29,1,13.44
599,TXN-20241120-000238,549,1,2,27.2
600,TXN-20241120-000238,355,48,3,133.72
601,TXN-20250215-000239,442,116,1,46.39
602,TXN-20250326-000240,2,63,2,53.29
603,TXN-20250326-000240,280,118,4,62.59
604,TXN-20250714-000241,261,16,1,108.08
605,TXN-20250714-000241,216,114,1,92.58
606,TXN-20250714-000241,49,26,4,141.29
607,TXN-20240128-000242,279,90,2,89.55
608,TXN-20240128-000242,163,109,4,50.83
609,TXN-20241220-000243,518,42,3,9.97
